model,confidence,entry_c,entry_penetration_c,entry_end_minute,target_c,target_penetration_c,discovery_trades,discovery_avg_pnl_c,discovery_profit_factor,discovery_win_rate,discovery_avg_win_c,discovery_avg_loss_c,discovery_median_fill_minute,validation_trades,validation_avg_pnl_c,validation_profit_factor,validation_win_rate,validation_avg_win_c,validation_avg_loss_c,validation_median_fill_minute
p_btc_signal,0.25,20,0,12,90,2,99,4.409090909090909,1.253410740203193,0.3434343434343434,63.5,-26.5,10.0,80,-1.75,0.9089134677944047,0.275,63.5,-26.5,10.5
p_kalshi_signal,0.17500000000000002,25,1,8,90,0,50,4.5,1.2380952380952381,0.4,58.5,-31.5,8.0,20,-13.5,0.4642857142857143,0.2,58.5,-31.5,8.0
p_kalshi_signal,0.17500000000000002,25,1,8,90,1,50,4.5,1.2380952380952381,0.4,58.5,-31.5,8.0,20,-13.5,0.4642857142857143,0.2,58.5,-31.5,8.0
p_kalshi_signal,0.17500000000000002,25,1,8,90,2,50,4.5,1.2380952380952381,0.4,58.5,-31.5,8.0,20,-13.5,0.4642857142857143,0.2,58.5,-31.5,8.0
p_market_blend,0.125,20,0,8,85,0,53,3.9716981132075473,1.2336293007769146,0.3584905660377358,58.5,-26.5,8.0,18,-2.888888888888889,0.8490566037735849,0.2777777777777778,58.5,-26.5,8.0
p_market_blend,0.125,20,0,8,85,1,53,3.9716981132075473,1.2336293007769146,0.3584905660377358,58.5,-26.5,8.0,18,-2.888888888888889,0.8490566037735849,0.2777777777777778,58.5,-26.5,8.0
p_market_blend,0.125,20,0,8,85,2,53,3.9716981132075473,1.2336293007769146,0.3584905660377358,58.5,-26.5,8.0,18,-2.888888888888889,0.8490566037735849,0.2777777777777778,58.5,-26.5,8.0
p_kalshi_signal,0.30000000000000004,20,1,12,85,2,56,3.857142857142857,1.2264150943396226,0.35714285714285715,58.5,-26.5,10.0,33,-11.045454545454545,0.49056603773584906,0.18181818181818182,58.5,-26.5,11.0
p_btc_signal,0.275,20,2,12,90,0,65,3.9615384615384617,1.225976305397104,0.3384615384615385,63.5,-26.5,10.0,61,-5.844262295081967,0.7137695704536331,0.22950819672131148,63.5,-26.5,11.0
p_btc_signal,0.275,20,2,12,90,1,65,3.9615384615384617,1.225976305397104,0.3384615384615385,63.5,-26.5,10.0,61,-5.844262295081967,0.7137695704536331,0.22950819672131148,63.5,-26.5,11.0
p_btc_signal,0.275,20,2,12,90,2,65,3.9615384615384617,1.225976305397104,0.3384615384615385,63.5,-26.5,10.0,61,-7.319672131147541,0.6489779874213837,0.21311475409836064,63.5,-26.5,11.0
p_btc_signal,0.275,20,0,12,90,0,71,3.9225352112676055,1.2236049779205138,0.3380281690140845,63.5,-26.5,10.0,67,-2.3208955223880596,0.8802464381979207,0.26865671641791045,63.5,-26.5,10.0
p_btc_signal,0.275,20,0,12,90,1,71,3.9225352112676055,1.2236049779205138,0.3380281690140845,63.5,-26.5,10.0,67,-2.3208955223880596,0.8802464381979207,0.26865671641791045,63.5,-26.5,10.0
p_btc_signal,0.275,20,0,12,90,2,71,3.9225352112676055,1.2236049779205138,0.3380281690140845,63.5,-26.5,10.0,67,-3.6641791044776117,0.8147169811320755,0.2537313432835821,63.5,-26.5,10.0
p_btc_signal,0.1,20,1,8,80,0,69,3.6449275362318843,1.2207108380868803,0.37681159420289856,53.5,-26.5,8.0,30,-5.166666666666667,0.7341337907375644,0.26666666666666666,53.5,-26.5,8.0
p_btc_signal,0.1,20,1,8,80,1,69,3.6449275362318843,1.2207108380868803,0.37681159420289856,53.5,-26.5,8.0,30,-5.166666666666667,0.7341337907375644,0.26666666666666666,53.5,-26.5,8.0
