rule,side,target_c,trades,hit_rate,breakeven_hit_rate,avg_pnl_c,min_quartile_ev_c,quartile_ev_c,positive_weeks,weeks,min_week_ev_c,settle_win_rate,touch_ema_after_entry,avg_entry_minute,avg_signal_ext_bps,avg_entry_ext_bps,avg_further_ext_bps,yes_share,table
ext40bps_further0bps_entry23c,NO,70,72,0.05555555555555555,0.32857142857142857,-19.11111111111111,-23.0,"-23.00,-19.11,-15.22,-19.11",0,9,-23.0,0.041666666666666664,0.027777777777777776,5.875,48.97353474676707,51.1466681980166,2.173133451249529,0.0,rule_side
ext40bps_further0bps_entry23c,NO,75,72,0.05555555555555555,0.30666666666666664,-18.833333333333332,-23.0,"-23.00,-18.83,-14.67,-18.83",0,9,-23.0,0.041666666666666664,0.027777777777777776,5.875,48.97353474676707,51.1466681980166,2.173133451249529,0.0,rule_side
ext40bps_further0bps_entry23c,NO,80,72,0.041666666666666664,0.2875,-19.666666666666668,-23.0,"-23.00,-18.56,-14.11,-23.00",0,9,-23.0,0.041666666666666664,0.027777777777777776,5.875,48.97353474676707,51.1466681980166,2.173133451249529,0.0,rule_side
ext40bps_further0bps_entry23c,NO,85,72,0.041666666666666664,0.27058823529411763,-19.458333333333332,-23.0,"-23.00,-18.28,-13.56,-23.00",0,9,-23.0,0.041666666666666664,0.027777777777777776,5.875,48.97353474676707,51.1466681980166,2.173133451249529,0.0,rule_side
ext40bps_further0bps_entry23c,NO,99,72,0.041666666666666664,0.23232323232323232,-18.875,-23.0,"-23.00,-17.50,-12.00,-23.00",0,9,-23.0,0.041666666666666664,0.027777777777777776,5.875,48.97353474676707,51.1466681980166,2.173133451249529,0.0,rule_side
ext40bps_further0bps_entry23c,YES,45,54,0.05555555555555555,0.5111111111111111,-20.5,-23.0,"-16.57,-23.00,-23.00,-19.54",0,9,-23.0,0.037037037037037035,0.037037037037037035,5.351851851851852,51.400245449495685,51.63295856296007,0.2327131134643856,1.0,rule_side
ext40bps_further0bps_entry23c,YES,50,54,0.05555555555555555,0.46,-20.22222222222222,-23.0,"-15.86,-23.00,-23.00,-19.15",0,9,-23.0,0.037037037037037035,0.037037037037037035,5.351851851851852,51.400245449495685,51.63295856296007,0.2327131134643856,1.0,rule_side
ext40bps_further0bps_entry23c,YES,55,54,0.05555555555555555,0.41818181818181815,-19.944444444444443,-23.0,"-15.14,-23.00,-23.00,-18.77",0,9,-23.0,0.037037037037037035,0.037037037037037035,5.351851851851852,51.400245449495685,51.63295856296007,0.2327131134643856,1.0,rule_side
ext40bps_further0bps_entry23c,YES,60,54,0.037037037037037035,0.38333333333333336,-20.77777777777778,-23.0,"-18.71,-23.00,-23.00,-18.38",0,9,-23.0,0.037037037037037035,0.037037037037037035,5.351851851851852,51.400245449495685,51.63295856296007,0.2327131134643856,1.0,rule_side
ext40bps_further0bps_entry23c,YES,65,54,0.037037037037037035,0.35384615384615387,-20.59259259259259,-23.0,"-18.36,-23.00,-23.00,-18.00",0,9,-23.0,0.037037037037037035,0.037037037037037035,5.351851851851852,51.400245449495685,51.63295856296007,0.2327131134643856,1.0,rule_side
