rule,side,btc_signed_bin,early_low_bin,target_c,trades,avg_entry_c,hit_rate,breakeven_hit_rate,avg_pnl_c,min_quartile_ev_c,quartile_ev_c,positive_weeks,weeks,min_week_ev_c,median_entry_minute
low<=25_close50-70_green,YES,with25-75,20-25,90,45,58.422222222222224,0.6666666666666666,0.6491358024691358,1.5777777777777775,-13.0,"-13.00,16.36,5.00,-0.73",6,10,-38.0,6.0
low<=25_close50-70_green,YES,with25-75,20-25,99,45,58.422222222222224,0.6,0.5901234567901235,0.9777777777777774,-16.75,"-16.75,5.73,11.55,5.00",5,10,-35.75,6.0
low<=25_close55-75_green,NO,flat,15-20,60,58,63.91379310344828,0.9827586206896551,1.0652298850574713,-4.948275862068965,-8.142857142857144,"-3.13,-4.79,-8.14,-3.93",1,10,-10.714285714285719,8.0
low<=25_close55-75_green,NO,flat,15-20,70,58,63.91379310344828,0.9137931034482759,0.9130541871921183,0.051724137931033504,-4.785714285714287,"6.87,-4.79,-3.86,1.40",7,10,-12.142857142857148,8.0
low<=25_close55-75_green,NO,flat,15-20,80,58,63.91379310344828,0.7586206896551724,0.7989224137931035,-3.2241379310344827,-13.357142857142858,"-4.47,-13.36,-1.00,5.40",4,10,-23.125,8.0
low<=25_close55-75_green,NO,flat,15-20,85,58,63.91379310344828,0.7413793103448276,0.7519269776876268,-0.8965517241379315,-16.214285714285715,"-0.80,-16.21,2.93,9.73",4,10,-20.625,8.0
low<=25_close55-75_green,NO,flat,15-20,90,58,63.91379310344828,0.7068965517241379,0.7101532567049809,-0.29310344827586254,-13.357142857142858,"2.87,-13.36,0.43,8.07",6,10,-33.666666666666664,8.0
low<=25_close55-75_green,NO,flat,15-20,99,58,63.91379310344828,0.6724137931034483,0.6455938697318008,2.6551724137931028,-8.214285714285715,"2.87,-8.21,6.86,8.67",5,10,-30.666666666666668,8.0
low<=25_close55-75_green,NO,flat,20-25,60,77,62.98701298701299,0.948051948051948,1.0497835497835497,-6.103896103896107,-8.10526315789474,"-7.05,-8.11,-5.05,-4.16",2,10,-17.500000000000004,8.0
low<=25_close55-75_green,NO,flat,20-25,70,77,62.98701298701299,0.8701298701298701,0.8998144712430427,-2.07792207792208,-6.526315789473688,"1.95,-6.53,-6.11,2.16",5,10,-22.500000000000004,8.0
low<=25_close55-75_green,NO,flat,20-25,80,77,62.98701298701299,0.7402597402597403,0.7873376623376623,-3.7662337662337677,-7.052631578947372,"-1.05,-7.05,-1.89,-5.21",4,10,-17.500000000000004,8.0
low<=25_close55-75_green,NO,flat,20-25,85,77,62.98701298701299,0.7142857142857143,0.7410236822001528,-2.272727272727274,-8.10526315789474,"-1.55,-8.11,2.05,-1.53",5,10,-16.181818181818183,8.0
low<=25_close55-75_green,NO,flat,20-25,90,77,62.98701298701299,0.6883116883116883,0.6998556998556998,-1.0389610389610398,-4.9473684210526345,"-2.55,-4.95,1.26,2.16",4,10,-24.428571428571434,8.0
low<=25_close55-75_green,NO,flat,20-25,99,77,62.98701298701299,0.6233766233766234,0.6362324544142726,-1.2727272727272743,-6.842105263157895,"-1.65,0.74,2.68,-6.84",6,10,-22.444444444444443,8.0
low<=25_close55-75_green,NO,with25-75,20-25,60,37,63.67567567567568,0.918918918918919,1.0612612612612613,-8.54054054054054,-11.200000000000001,"-11.20,-4.67,-9.67,-8.33",2,10,-20.75,6.0
low<=25_close55-75_green,NO,with25-75,20-25,70,37,63.67567567567568,0.8378378378378378,0.9096525096525097,-5.027027027027029,-16.2,"-16.20,5.33,-0.78,-7.22",5,10,-30.75,6.0
low<=25_close55-75_green,NO,with25-75,20-25,80,37,63.67567567567568,0.7837837837837838,0.7959459459459459,-0.9729729729729741,-17.2,"-17.20,6.44,8.11,0.56",7,10,-25.75,6.0
low<=25_close55-75_green,NO,with25-75,20-25,85,37,63.67567567567568,0.7567567567567568,0.7491255961844198,0.6486486486486482,-22.7,"-22.70,10.89,12.56,4.44",8,10,-23.25,6.0
low<=25_close55-75_green,NO,with25-75,20-25,90,37,63.67567567567568,0.7297297297297297,0.7075075075075076,1.9999999999999996,-20.2,"-20.20,15.33,17.00,-1.67",7,10,-20.75,6.0
low<=25_close55-75_green,NO,with25-75,20-25,99,37,63.67567567567568,0.5945945945945946,0.6431886431886432,-4.8108108108108105,-17.66666666666667,"-15.70,1.33,14.00,-17.67",5,10,-32.0,6.0
low<=25_close55-75_green,YES,flat,15-20,60,58,63.41379310344828,0.9655172413793104,1.056896551724138,-5.482758620689655,-8.866666666666667,"-6.00,-3.14,-3.64,-8.87",1,10,-20.66666666666667,8.0
low<=25_close55-75_green,YES,flat,15-20,70,58,63.41379310344828,0.8448275862068966,0.905911330049261,-4.275862068965518,-10.666666666666664,"-10.67,6.86,-3.64,-8.87",3,10,-19.375,8.0
low<=25_close55-75_green,YES,flat,15-20,80,58,63.41379310344828,0.7586206896551724,0.7926724137931035,-2.724137931034483,-8.666666666666664,"-8.67,-0.29,4.93,-6.20",4,10,-13.125,8.0
low<=25_close55-75_green,YES,flat,15-20,85,58,63.41379310344828,0.7413793103448276,0.7460446247464503,-0.39655172413793094,-10.999999999999998,"-11.00,3.64,9.21,-2.53",5,10,-18.833333333333332,8.0
low<=25_close55-75_green,YES,flat,15-20,90,58,63.41379310344828,0.7068965517241379,0.7045977011494253,0.20689655172413782,-13.999999999999998,"-14.00,7.57,7.07,1.13",7,10,-31.333333333333332,8.0
low<=25_close55-75_green,YES,flat,15-20,99,58,63.41379310344828,0.6551724137931034,0.6405433646812957,1.4482758620689655,-9.199999999999998,"-9.20,7.57,7.07,1.13",6,10,-28.333333333333332,8.0
low<=25_close55-75_green,YES,flat,20-25,60,101,62.20792079207921,0.9405940594059405,1.0367986798679867,-5.772277227722772,-7.72,"-6.85,-2.72,-5.76,-7.72",0,10,-19.142857142857142,7.0
low<=25_close55-75_green,YES,flat,20-25,70,101,62.20792079207921,0.900990099009901,0.8886845827439886,0.8613861386138612,-2.16,"-0.31,4.48,-2.16,1.48",8,10,-22.0,7.0
low<=25_close55-75_green,YES,flat,20-25,80,101,62.20792079207921,0.8118811881188119,0.7775990099009901,2.742574257425743,-0.16000000000000028,"8.54,1.28,-0.16,1.08",7,10,-16.285714285714285,7.0
low<=25_close55-75_green,YES,flat,20-25,85,101,62.20792079207921,0.7722772277227723,0.73185789167152,3.4356435643564356,-1.5199999999999998,"9.69,-1.52,3.64,1.68",5,10,-13.428571428571429,7.0
low<=25_close55-75_green,YES,flat,20-25,90,101,62.20792079207921,0.7326732673267327,0.6911991199119912,3.732673267326733,-3.36,"13.92,-1.52,-3.36,5.48",5,10,-10.571428571428571,7.0
low<=25_close55-75_green,YES,flat,20-25,99,101,62.20792079207921,0.7029702970297029,0.6283628362836283,7.3861386138613865,-1.5600000000000003,"21.54,0.64,-1.56,8.36",6,10,-6.999999999999999,7.0
low<=25_close55-75_green,YES,with25-75,15-20,60,34,63.8235294117647,0.9705882352941176,1.0637254901960784,-5.588235294117647,-11.749999999999998,"-2.67,-3.13,-11.75,-5.22",1,10,-13.0,7.0
low<=25_close55-75_green,YES,with25-75,15-20,70,34,63.8235294117647,0.8235294117647058,0.9117647058823529,-6.176470588235294,-20.5,"7.33,-10.63,-20.50,-3.00",6,10,-37.666666666666664,7.0
low<=25_close55-75_green,YES,with25-75,15-20,80,34,63.8235294117647,0.7647058823529411,0.7977941176470588,-2.6470588235294117,-23.125,"17.33,-23.12,-14.25,5.89",6,10,-34.333333333333336,7.0
low<=25_close55-75_green,YES,with25-75,15-20,85,34,63.8235294117647,0.7352941176470589,0.7508650519031141,-1.3235294117647058,-21.75,"22.33,-20.62,-21.75,10.33",6,10,-32.666666666666664,7.0
low<=25_close55-75_green,YES,with25-75,15-20,90,34,63.8235294117647,0.7058823529411765,0.7091503267973855,-0.2941176470588233,-30.5,"27.33,-18.12,-30.50,14.78",6,10,-31.0,7.0
low<=25_close55-75_green,YES,with25-75,15-20,99,34,63.8235294117647,0.5882352941176471,0.6446821152703506,-5.588235294117647,-27.125,"25.33,-26.00,-27.12,0.78",5,10,-67.5,7.0
low<=25_close55-75_green,YES,with25-75,20-25,60,44,63.06818181818182,0.9318181818181818,1.0511363636363638,-7.159090909090909,-10.363636363636365,"-5.27,-7.64,-5.36,-10.36",1,10,-18.333333333333336,6.0
low<=25_close55-75_green,YES,with25-75,20-25,70,44,63.06818181818182,0.7954545454545454,0.900974025974026,-7.386363636363637,-14.0,"-8.91,-4.91,-1.73,-14.00",3,10,-35.0,6.0
low<=25_close55-75_green,YES,with25-75,20-25,80,44,63.06818181818182,0.7272727272727273,0.7883522727272727,-4.886363636363637,-16.181818181818183,"-16.18,3.27,7.36,-14.00",4,10,-40.25,6.0
low<=25_close55-75_green,YES,with25-75,20-25,85,44,63.06818181818182,0.7045454545454546,0.7419786096256684,-3.1818181818181817,-21.181818181818183,"-21.18,7.36,11.91,-10.82",5,10,-39.25,6.0
low<=25_close55-75_green,YES,with25-75,20-25,90,44,63.06818181818182,0.6818181818181818,0.7007575757575758,-1.7045454545454546,-18.90909090909091,"-18.91,11.45,8.27,-7.64",6,10,-38.0,6.0
low<=25_close55-75_green,YES,with25-75,20-25,99,44,63.06818181818182,0.6136363636363636,0.6370523415977961,-2.3181818181818183,-23.818181818181817,"-23.82,0.82,15.64,-1.91",5,10,-58.333333333333336,6.0
low<=30_close40-65_green,NO,against25-75,15-20,60,37,50.0,0.8378378378378378,0.8333333333333334,0.2702702702702691,-4.400000000000002,"-4.40,0.89,3.89,1.22",4,9,-11.000000000000004,8.0
low<=30_close40-65_green,NO,against25-75,15-20,70,37,50.0,0.8108108108108109,0.7142857142857143,6.756756756756757,2.000000000000001,"3.60,2.00,12.78,9.00",6,9,-6.0000000000000036,8.0
low<=30_close40-65_green,NO,against25-75,15-20,80,37,50.0,0.7027027027027027,0.625,6.216216216216216,-9.888888888888891,"11.60,9.78,12.78,-9.89",7,9,-41.0,8.0
low<=30_close40-65_green,NO,against25-75,15-20,85,37,50.0,0.5405405405405406,0.5882352941176471,-4.054054054054054,-24.11111111111111,"7.10,-24.11,7.22,-7.67",5,9,-41.0,8.0
low<=30_close40-65_green,NO,against25-75,15-20,90,37,50.0,0.5405405405405406,0.5555555555555556,-1.3513513513513522,-22.444444444444443,"10.60,-22.44,10.56,-5.44",5,9,-41.0,8.0
low<=30_close40-65_green,NO,against25-75,15-20,99,37,50.0,0.4864864864864865,0.5050505050505051,-1.8378378378378386,-19.444444444444443,"16.90,-19.44,5.56,-12.44",3,9,-41.0,8.0
low<=30_close40-65_green,NO,against25-75,20-25,60,47,48.59574468085106,0.7446808510638298,0.8099290780141843,-3.9148936170212774,-13.750000000000002,"-13.75,-3.92,6.27,-3.42",4,10,-19.75,8.0
low<=30_close40-65_green,NO,against25-75,20-25,70,47,48.59574468085106,0.7021276595744681,0.6942249240121581,0.5531914893617019,-7.916666666666669,"-7.92,-2.25,9.00,4.08",5,10,-14.750000000000002,8.0
low<=30_close40-65_green,NO,against25-75,20-25,80,47,48.59574468085106,0.6382978723404256,0.6074468085106383,2.4680851063829787,-8.750000000000002,"-8.75,4.42,17.18,-1.75",6,10,-32.8,8.0
low<=30_close40-65_green,NO,against25-75,20-25,85,47,48.59574468085106,0.6382978723404256,0.5717146433041301,5.659574468085107,-6.250000000000003,"-6.25,7.75,21.27,1.17",6,10,-31.799999999999994,8.0
low<=30_close40-65_green,NO,against25-75,20-25,90,47,48.59574468085106,0.5319148936170213,0.5399527186761229,-0.7234042553191492,-11.250000000000002,"-11.25,3.58,17.18,-10.92",5,10,-61.0,8.0
low<=30_close40-65_green,NO,against25-75,20-25,99,47,48.59574468085106,0.44680851063829785,0.4908661078873845,-4.361702127659575,-15.750000000000002,"-15.75,0.58,5.73,-7.17",5,10,-61.0,8.0
low<=30_close40-65_green,NO,against25-75,25-30,60,37,48.45945945945946,0.7297297297297297,0.8076576576576576,-4.675675675675675,-14.333333333333334,"-13.40,-14.33,8.22,1.78",4,9,-12.000000000000002,7.0
low<=30_close40-65_green,NO,against25-75,25-30,70,37,48.45945945945946,0.6756756756756757,0.6922779922779922,-1.162162162162163,-8.777777777777779,"-7.40,-8.78,9.33,2.89",4,9,-15.0,7.0
low<=30_close40-65_green,NO,against25-75,25-30,80,37,48.45945945945946,0.5405405405405406,0.6057432432432432,-5.216216216216217,-21.0,"-9.40,-21.00,8.22,1.78",4,9,-32.0,7.0
low<=30_close40-65_green,NO,against25-75,25-30,85,37,48.45945945945946,0.5135135135135135,0.5701112877583466,-4.8108108108108105,-19.333333333333332,"-6.90,-19.33,2.11,5.11",5,9,-31.0,7.0
low<=30_close40-65_green,NO,against25-75,25-30,90,37,48.45945945945946,0.4864864864864865,0.5384384384384384,-4.675675675675675,-17.666666666666668,"-4.40,-17.67,-5.11,8.44",4,9,-30.0,7.0
low<=30_close40-65_green,NO,against25-75,25-30,99,37,48.45945945945946,0.40540540540540543,0.4894894894894895,-8.324324324324325,-19.7,"-19.70,-14.67,-1.11,3.44",2,9,-59.00000000000001,7.0
low<=30_close40-65_green,NO,flat,15-20,60,99,48.61616161616162,0.6868686868686869,0.8102693602693604,-7.404040404040404,-12.52,"-7.64,-4.48,-4.88,-12.52",2,10,-16.466666666666665,7.0
low<=30_close40-65_green,NO,flat,15-20,70,99,48.61616161616162,0.6262626262626263,0.6945165945165945,-4.777777777777778,-9.319999999999999,"-3.24,-2.88,-3.63,-9.32",2,10,-16.466666666666665,7.0
low<=30_close40-65_green,NO,flat,15-20,80,99,48.61616161616162,0.5050505050505051,0.6077020202020202,-8.212121212121213,-10.708333333333336,"-6.04,-9.28,-10.71,-6.92",2,10,-23.133333333333333,7.0
low<=30_close40-65_green,NO,flat,15-20,85,99,48.61616161616162,0.48484848484848486,0.5719548425430778,-7.404040404040404,-10.28,"-3.24,-10.28,-8.42,-7.72",3,10,-21.8,7.0
low<=30_close40-65_green,NO,flat,15-20,90,99,48.61616161616162,0.46464646464646464,0.5401795735129069,-6.797979797979798,-11.68,"-0.44,-11.68,-9.88,-5.32",4,10,-20.466666666666665,7.0
low<=30_close40-65_green,NO,flat,15-20,99,99,48.61616161616162,0.4444444444444444,0.4910723395571881,-4.616161616161616,-12.04,"0.64,-12.04,-6.13,-1.00",4,10,-18.066666666666666,7.0
low<=30_close40-65_green,NO,flat,20-25,60,118,49.11864406779661,0.7542372881355932,0.8186440677966101,-3.8644067796610178,-7.724137931034486,"-1.60,-7.72,-4.55,-1.73",3,10,-15.230769230769228,7.0
low<=30_close40-65_green,NO,flat,20-25,70,118,49.11864406779661,0.7033898305084746,0.7016949152542372,0.11864406779660969,-8.068965517241383,"6.40,-8.07,0.28,1.60",6,10,-15.230769230769228,7.0
low<=30_close40-65_green,NO,flat,20-25,80,118,49.11864406779661,0.6186440677966102,0.6139830508474576,0.3728813559322019,-7.724137931034486,"9.07,-7.72,-1.10,0.93",6,10,-16.769230769230766,7.0
low<=30_close40-65_green,NO,flat,20-25,85,118,49.11864406779661,0.5847457627118644,0.5778664007976072,0.5847457627118627,-11.000000000000004,"9.90,-11.00,-1.10,4.10",5,10,-14.846153846153843,7.0
low<=30_close40-65_green,NO,flat,20-25,90,118,49.11864406779661,0.5423728813559322,0.5457627118644067,-0.30508474576271233,-8.758620689655176,"10.40,-8.76,-4.55,1.27",5,10,-26.76923076923077,7.0
low<=30_close40-65_green,NO,flat,20-25,99,118,49.11864406779661,0.4830508474576271,0.4961479198767334,-1.2966101694915255,-8.137931034482762,"9.80,-8.14,-3.62,-3.53",5,10,-24.692307692307693,7.0
low<=30_close40-65_green,NO,flat,25-30,60,143,50.53846153846154,0.7902097902097902,0.8423076923076923,-3.1258741258741267,-5.571428571428573,"-4.00,1.25,-5.57,-4.25",3,10,-7.26923076923077,6.0
low<=30_close40-65_green,NO,flat,25-30,70,143,50.53846153846154,0.6993006993006993,0.721978021978022,-1.587412587412588,-7.6111111111111125,"-7.61,1.81,-1.86,1.31",4,10,-15.5,6.0
low<=30_close40-65_green,NO,flat,25-30,80,143,50.53846153846154,0.6153846153846154,0.6317307692307692,-1.3076923076923084,-6.142857142857144,"-5.67,2.36,-6.14,4.08",4,10,-17.454545454545453,6.0
low<=30_close40-65_green,NO,flat,25-30,85,143,50.53846153846154,0.5734265734265734,0.5945701357466063,-1.797202797202798,-10.571428571428573,"-7.47,3.19,-10.57,7.42",5,10,-19.714285714285715,6.0
low<=30_close40-65_green,NO,flat,25-30,90,143,50.53846153846154,0.5594405594405595,0.5615384615384615,-0.18881118881118922,-8.142857142857144,"-7.33,6.25,-8.14,8.25",5,10,-30.428571428571427,6.0
low<=30_close40-65_green,NO,flat,25-30,99,143,50.53846153846154,0.5104895104895105,0.5104895104895105,-3.9750642560005605e-16,-9.42857142857143,"-8.33,11.75,-9.43,5.75",4,10,-27.857142857142858,6.0
low<=30_close40-65_green,NO,with25-75,20-25,60,33,55.90909090909091,0.8181818181818182,0.9318181818181818,-6.81818181818182,-12.333333333333336,"-12.33,-5.50,-4.13,-4.63",5,10,-34.333333333333336,6.0
low<=30_close40-65_green,NO,with25-75,20-25,70,33,55.90909090909091,0.7272727272727273,0.7987012987012987,-5.000000000000002,-13.444444444444448,"-13.44,-5.50,-4.13,4.12",4,10,-54.333333333333336,6.0
low<=30_close40-65_green,NO,with25-75,20-25,80,33,55.90909090909091,0.696969696969697,0.6988636363636364,-0.15151515151515302,-16.777777777777782,"-16.78,2.00,3.37,12.87",6,10,-54.333333333333336,6.0
low<=30_close40-65_green,NO,with25-75,20-25,85,33,55.90909090909091,0.696969696969697,0.6577540106951871,3.3333333333333317,-14.555555555555559,"-14.56,5.75,7.12,17.25",7,10,-54.333333333333336,6.0
low<=30_close40-65_green,NO,with25-75,20-25,90,33,55.90909090909091,0.696969696969697,0.6212121212121212,6.818181818181817,-12.333333333333336,"-12.33,9.50,10.87,21.62",8,10,-54.333333333333336,6.0
low<=30_close40-65_green,NO,with25-75,20-25,99,33,55.90909090909091,0.5757575757575758,0.5647382920110192,1.0909090909090906,-8.333333333333336,"-8.33,3.87,5.25,4.75",6,10,-54.333333333333336,6.0
low<=30_close40-65_green,NO,with25-75,25-30,60,43,56.72093023255814,0.9069767441860465,0.9453488372093023,-2.3023255813953507,-7.900000000000001,"-1.00,2.45,-7.90,-3.27",5,10,-10.500000000000004,6.0
low<=30_close40-65_green,NO,with25-75,25-30,70,43,56.72093023255814,0.7674418604651163,0.8102990033222591,-3.0000000000000004,-13.9,"-4.64,-0.27,-13.90,5.82",5,10,-20.500000000000004,6.0
low<=30_close40-65_green,NO,with25-75,25-30,80,43,56.72093023255814,0.5813953488372093,0.7090116279069767,-10.209302325581396,-28.45454545454546,"-11.91,-28.45,-7.90,7.64",3,10,-39.75,6.0
low<=30_close40-65_green,NO,with25-75,25-30,85,43,56.72093023255814,0.5813953488372093,0.6673050615595075,-7.3023255813953485,-26.63636363636364,"-9.18,-26.64,-4.90,11.73",3,10,-38.5,6.0
low<=30_close40-65_green,NO,with25-75,25-30,90,43,56.72093023255814,0.5813953488372093,0.6302325581395348,-4.395348837209302,-24.818181818181824,"-6.45,-24.82,-1.90,15.82",5,10,-37.25,6.0
low<=30_close40-65_green,NO,with25-75,25-30,99,43,56.72093023255814,0.5348837209302325,0.572938689217759,-3.7674418604651163,-30.54545454545455,"-10.55,-30.55,3.50,23.18",6,10,-55.5,6.0
low<=30_close40-65_green,YES,against25-75,<=15,60,30,48.03333333333333,0.7333333333333333,0.8005555555555556,-4.033333333333333,-12.142857142857142,"-7.25,-12.14,3.57,-0.38",4,10,-46.0,8.0
low<=30_close40-65_green,YES,against25-75,<=15,70,30,48.03333333333333,0.7,0.6861904761904761,0.9666666666666665,-16.428571428571427,"-1.00,-16.43,12.14,8.38",4,10,-46.0,8.0
low<=30_close40-65_green,YES,against25-75,<=15,80,30,48.03333333333333,0.5333333333333333,0.6004166666666666,-5.366666666666666,-14.75,"-14.75,-12.14,9.29,-2.88",4,10,-53.5,8.0
low<=30_close40-65_green,YES,against25-75,<=15,85,30,48.03333333333333,0.4666666666666667,0.5650980392156862,-8.366666666666667,-12.875,"-12.88,-10.00,-11.43,0.25",4,10,-53.5,8.0
low<=30_close40-65_green,YES,against25-75,<=15,90,30,48.03333333333333,0.43333333333333335,0.5337037037037037,-9.033333333333333,-11.0,"-11.00,-7.86,-9.29,-7.88",3,10,-53.5,8.0
low<=30_close40-65_green,YES,against25-75,<=15,99,30,48.03333333333333,0.36666666666666664,0.48518518518518516,-11.733333333333333,-19.571428571428573,"-7.62,-4.00,-19.57,-15.75",4,10,-61.0,8.0
low<=30_close40-65_green,YES,against25-75,20-25,60,48,48.583333333333336,0.7708333333333334,0.8097222222222222,-2.333333333333333,-5.75,"-5.08,-2.67,4.17,-5.75",2,9,-18.0,8.0
low<=30_close40-65_green,YES,against25-75,20-25,70,48,48.583333333333336,0.6875,0.6940476190476191,-0.45833333333333304,-9.916666666666666,"-4.25,4.83,7.50,-9.92",5,9,-48.0,8.0
low<=30_close40-65_green,YES,against25-75,20-25,80,48,48.583333333333336,0.5833333333333334,0.6072916666666667,-1.9166666666666667,-5.083333333333333,"-5.08,-1.00,2.50,-4.08",5,9,-48.0,8.0
low<=30_close40-65_green,YES,against25-75,20-25,85,48,48.583333333333336,0.5625,0.5715686274509805,-0.7708333333333334,-5.166666666666665,"-2.58,-5.17,5.83,-1.17",4,9,-48.0,8.0
low<=30_close40-65_green,YES,against25-75,20-25,90,48,48.583333333333336,0.5416666666666666,0.5398148148148149,0.16666666666666652,-7.583333333333333,"-7.58,-2.67,9.17,1.75",4,9,-48.0,8.0
low<=30_close40-65_green,YES,against25-75,20-25,99,48,48.583333333333336,0.4791666666666667,0.49074074074074076,-1.1458333333333333,-9.5,"-3.83,-6.42,15.17,-9.50",4,9,-48.0,8.0
low<=30_close40-65_green,YES,against25-75,25-30,60,68,49.705882352941174,0.7941176470588235,0.8284313725490196,-2.0588235294117645,-11.294117647058824,"0.88,-11.29,-5.47,7.65",6,9,-21.727272727272727,7.0
low<=30_close40-65_green,YES,against25-75,25-30,70,68,49.705882352941174,0.6764705882352942,0.7100840336134453,-2.3529411764705883,-10.176470588235293,"0.88,-8.94,-10.18,8.82",4,9,-22.125,7.0
low<=30_close40-65_green,YES,against25-75,25-30,80,68,49.705882352941174,0.6617647058823529,0.6213235294117647,3.235294117647059,-4.294117647058823,"7.94,-3.06,-4.29,12.35",5,9,-18.375,7.0
low<=30_close40-65_green,YES,against25-75,25-30,85,68,49.705882352941174,0.6323529411764706,0.5847750865051903,4.044117647058823,-6.352941176470588,"11.47,-0.12,-6.35,11.18",6,9,-27.125,7.0
low<=30_close40-65_green,YES,against25-75,25-30,90,68,49.705882352941174,0.6176470588235294,0.5522875816993463,5.882352941176471,-3.705882352941176,"15.00,2.82,-3.71,9.41",6,9,-25.875,7.0
low<=30_close40-65_green,YES,against25-75,25-30,99,68,49.705882352941174,0.6029411764705882,0.5020796197266785,9.985294117647058,1.0588235294117652,"21.35,2.29,1.06,15.24",6,9,-23.625,7.0
low<=30_close40-65_green,YES,flat,<=15,60,40,46.225,0.725,0.7704166666666666,-2.725,-12.3,"2.30,9.50,-12.30,-10.40",5,10,-46.0,7.0
low<=30_close40-65_green,YES,flat,<=15,70,40,46.225,0.675,0.6603571428571429,1.025,-6.3,"10.30,4.50,-6.30,-4.40",3,10,-46.0,7.0
low<=30_close40-65_green,YES,flat,<=15,80,40,46.225,0.55,0.5778125000000001,-2.225,-16.3,"10.30,3.50,-16.30,-6.40",5,10,-46.0,7.0
low<=30_close40-65_green,YES,flat,<=15,85,40,46.225,0.5,0.5438235294117647,-3.725,-22.8,"13.80,-2.00,-22.80,-3.90",4,10,-46.0,7.0
low<=30_close40-65_green,YES,flat,<=15,90,40,46.225,0.475,0.5136111111111111,-3.475,-21.3,"17.30,-8.50,-21.30,-1.40",3,10,-46.0,7.0
low<=30_close40-65_green,YES,flat,<=15,99,40,46.225,0.4,0.46691919191919196,-6.625,-18.6,"3.80,-14.80,-18.60,3.10",3,10,-46.0,7.0
low<=30_close40-65_green,YES,flat,15-20,60,85,48.38823529411765,0.7411764705882353,0.8064705882352942,-3.9176470588235293,-9.09090909090909,"-9.09,-4.81,-1.19,-0.33",3,10,-13.000000000000004,7.0
low<=30_close40-65_green,YES,flat,15-20,70,85,48.38823529411765,0.6470588235294118,0.6912605042016807,-3.0941176470588236,-8.636363636363635,"-8.64,-4.33,-0.24,1.10",3,10,-21.000000000000004,7.0
low<=30_close40-65_green,YES,flat,15-20,80,85,48.38823529411765,0.5764705882352941,0.6048529411764706,-2.2705882352941176,-6.363636363636362,"-6.36,-1.95,-1.19,0.62",4,10,-17.000000000000004,7.0
low<=30_close40-65_green,YES,flat,15-20,85,85,48.38823529411765,0.5529411764705883,0.5692733564013841,-1.388235294117647,-7.499999999999999,"-7.50,-3.14,1.67,3.71",4,10,-17.0,7.0
low<=30_close40-65_green,YES,flat,15-20,90,85,48.38823529411765,0.5176470588235295,0.5376470588235295,-1.8,-13.181818181818182,"-13.18,-0.52,0.24,6.81",3,10,-16.272727272727273,7.0
low<=30_close40-65_green,YES,flat,15-20,99,85,48.38823529411765,0.49411764705882355,0.48877005347593583,0.5294117647058822,-9.499999999999998,"-9.50,4.19,0.24,7.67",4,10,-16.6,7.0
low<=30_close40-65_green,YES,flat,20-25,60,145,50.90344827586207,0.7655172413793103,0.8483908045977011,-4.972413793103448,-6.297297297297298,"-6.30,-3.14,-4.64,-5.78",2,10,-25.125,6.0
low<=30_close40-65_green,YES,flat,20-25,70,145,50.90344827586207,0.7241379310344828,0.727192118226601,-0.2137931034482757,-2.5135135135135145,"-2.51,2.69,-0.75,-0.22",7,10,-28.875,6.0
low<=30_close40-65_green,YES,flat,20-25,80,145,50.90344827586207,0.6620689655172414,0.6362931034482758,2.0620689655172413,-2.4166666666666665,"2.35,5.75,-2.42,2.56",7,10,-25.125,6.0
low<=30_close40-65_green,YES,flat,20-25,85,145,50.90344827586207,0.6275862068965518,0.5988640973630831,2.4413793103448276,-1.7222222222222223,"3.43,6.86,-1.72,1.17",6,10,-23.25,6.0
low<=30_close40-65_green,YES,flat,20-25,90,145,50.90344827586207,0.5793103448275863,0.5655938697318008,1.2344827586206897,-3.8055555555555554,"-0.62,5.19,-3.81,4.22",6,10,-32.625,6.0
low<=30_close40-65_green,YES,flat,20-25,99,145,50.90344827586207,0.5517241379310345,0.5141762452107279,3.717241379310345,-1.8055555555555556,"4.49,7.94,-1.81,4.22",6,10,-30.375,6.0
low<=30_close40-65_green,YES,flat,25-30,60,174,50.37356321839081,0.7758620689655172,0.8395593869731801,-3.82183908045977,-7.545454545454546,"-4.50,3.35,-6.49,-7.55",2,10,-12.0,6.0
low<=30_close40-65_green,YES,flat,25-30,70,174,50.37356321839081,0.6896551724137931,0.7196223316912972,-2.0977011494252875,-8.813953488372093,"-1.77,7.53,-8.81,-5.27",4,10,-16.23076923076923,6.0
low<=30_close40-65_green,YES,flat,25-30,80,174,50.37356321839081,0.5862068965517241,0.6296695402298851,-3.4770114942528734,-9.500000000000002,"-9.50,2.88,-4.63,-2.55",4,10,-22.583333333333332,6.0
low<=30_close40-65_green,YES,flat,25-30,85,174,50.37356321839081,0.5632183908045977,0.59263015551048,-2.5,-8.931818181818183,"-8.93,4.28,-1.72,-3.45",4,10,-20.916666666666668,6.0
low<=30_close40-65_green,YES,flat,25-30,90,174,50.37356321839081,0.5517241379310345,0.55970625798212,-0.7183908045977011,-6.545454545454547,"-6.55,5.44,-0.91,-0.73",4,10,-19.25,6.0
low<=30_close40-65_green,YES,flat,25-30,99,174,50.37356321839081,0.5287356321839081,0.5088238708928364,1.971264367816092,-4.500000000000001,"-4.50,8.79,4.12,-0.32",4,10,-16.25,6.0
