kind,pred,threshold,cost_lo,cost_hi,target,trades,win_rate,avg_entry_c,avg_pnl_c,total_unit_pnl_c,avg_win_c,avg_loss_c,pf,min_q,q,pos_weeks,weeks,min_week,yes_share,final_balance_c,account_pnl_c,max_dd_c
ml,pred_hit99_logit,0.56,0.4,0.6,80,474,0.689873417721519,56.5126582278481,-7.822784810126582,-3708.0,16.87920489296636,-62.77210884353742,0.5981576808452994,-12.819327731092438,"-12.82,-11.13,-2.47,-4.80",0,8,-13.732876712328768,0.35654008438818563,-2.000000000000007,-11502.0,-12891.5
ml,pred_hit99_logit,0.56,0.4,0.6,85,474,0.6434599156118144,56.5126582278481,-8.318565400843884,-3943.0000000000014,21.886885245901635,-62.83136094674556,0.6286669491924469,-14.752100840336135,"-14.75,-12.14,-2.98,-3.31",0,8,-14.21232876712329,0.35654008438818563,-27.000000000000107,-11527.0,-12944.5
ml,pred_hit99_logit,0.56,0.4,0.6,90,474,0.6265822784810127,56.5126582278481,-6.620253164556962,-3138.0,26.893939393939394,-62.855932203389834,0.7179452608871512,-12.735294117647058,"-12.74,-12.14,-0.95,-0.56",0,8,-13.321428571428571,0.35654008438818563,-14.500000000000007,-11514.5,-13247.0
ml,pred_hit99_logit,0.56,0.4,0.6,95,474,0.5907172995780591,56.5126582278481,-6.894514767932494,-3268.000000000002,31.835714285714285,-62.79381443298969,0.7317353472336233,-11.676470588235299,"-11.60,-11.68,-2.31,-1.92",0,8,-12.458333333333337,0.35654008438818563,-24.00000000000002,-11524.0,-13571.5
ml,pred_hit99_logit,0.56,0.4,0.6,99,474,0.5675105485232067,56.5126582278481,-6.829113924050634,-3237.0000000000005,35.812267657992564,-62.78292682926829,0.7484946194786527,-13.642857142857142,"-13.64,-9.49,-2.25,-1.86",1,8,-13.130136986301373,0.35654008438818563,-23.500000000000014,-11523.5,-13859.5
ml,pred_hit99_logit,0.57,0.4,0.6,80,363,0.7052341597796143,56.741046831955934,-6.822314049586777,-2476.5,16.7109375,-63.126168224299064,0.6333555407506107,-11.873626373626374,"-11.87,-6.43,-4.23,-4.73",0,8,-12.916666666666666,0.3333333333333333,-54.50000000000001,-11554.5,-12944.0
ml,pred_hit99_logit,0.57,0.4,0.6,85,363,0.6556473829201102,56.741046831955934,-7.511019283746559,-2726.500000000001,21.72689075630252,-63.18,0.654764165875277,-13.412087912087914,"-13.41,-7.53,-5.16,-3.90",0,8,-12.66666666666667,0.3333333333333333,-15.000000000000021,-11515.0,-12932.5
ml,pred_hit99_logit,0.57,0.4,0.6,90,363,0.6391184573002755,56.741046831955934,-5.720385674931129,-2076.5,26.75862068965517,-63.24045801526717,0.7493511980203995,-10.554945054945055,"-10.55,-8.19,-2.69,-1.40",1,8,-10.602564102564104,0.3333333333333333,-37.5,-11537.5,-13270.0
ml,pred_hit99_logit,0.57,0.4,0.6,95,363,0.6005509641873278,56.741046831955934,-6.188705234159785,-2246.500000000002,31.68807339449541,-63.13448275862069,0.7546015620732973,-9.78571428571429,"-9.79,-7.20,-6.59,-1.12",1,8,-14.961538461538467,0.3333333333333333,-0.5,-11500.5,-13548.0
ml,pred_hit99_logit,0.57,0.4,0.6,99,363,0.581267217630854,56.741046831955934,-5.6955922865013795,-2067.500000000001,35.65165876777251,-63.0921052631579,0.7844108446298227,-10.851648351648354,"-10.85,-5.92,-6.35,0.40",2,8,-12.910256410256412,0.3333333333333333,-32.50000000000003,-11532.5,-13868.5
