kind,pred,threshold,cost_lo,cost_hi,target,trades,win_rate,avg_entry_c,avg_pnl_c,total_unit_pnl_c,avg_win_c,avg_loss_c,pf,min_q,q,pos_weeks,weeks,min_week,yes_share,final_balance_c,account_pnl_c,max_dd_c
ml,pred_hit99_hgb,0.54,0.45,0.6,90,848,0.6143867924528302,55.60731132075472,-6.800707547169812,-5767.0,27.824376199616122,-61.96788990825688,0.7153996101364523,-9.985849056603774,"-9.03,-9.99,-4.64,-3.55",0,8,-9.569306930693068,0.45047169811320753,-30.000000000000007,-11530.0,-14896.0
ml,pred_hit99_hgb,0.54,0.45,0.6,95,848,0.5825471698113207,55.60731132075472,-6.759433962264155,-5732.000000000004,32.78744939271255,-61.94632768361582,0.7386109717725386,-9.325471698113212,"-8.79,-9.33,-5.49,-3.43",0,8,-11.055555555555559,0.45047169811320753,-2.1316282072803006e-14,-11500.0,-15542.5
ml,pred_hit99_hgb,0.54,0.45,0.6,99,848,0.5625,55.60731132075472,-6.418632075471699,-5443.000000000001,36.768343815513624,-61.94474393530997,0.7631573221939386,-9.433962264150944,"-7.97,-9.43,-5.44,-2.83",1,8,-12.206422018348626,0.45047169811320753,-21.50000000000003,-11521.5,-16074.5
ml,pred_hit99_hgb,0.55,0.45,0.6,80,764,0.6845549738219895,55.74738219895289,-7.456806282722513,-5697.0,17.71223709369025,-62.07676348547718,0.6191972193442733,-10.002617801047121,"-8.57,-10.00,-6.35,-4.90",0,8,-11.106382978723405,0.443717277486911,-1.000000000000007,-11501.0,-13686.0
ml,pred_hit99_hgb,0.55,0.45,0.6,85,764,0.6426701570680629,55.74738219895289,-7.6007853403141405,-5807.000000000004,22.69959266802444,-62.0970695970696,0.6574546527060905,-10.143979057591627,"-10.14,-9.40,-5.98,-4.88",0,8,-10.62765957446809,0.443717277486911,-33.0,-11533.0,-14329.0
ml,pred_hit99_hgb,0.55,0.45,0.6,90,764,0.6112565445026178,55.74738219895289,-7.221204188481676,-5517.0,27.699143468950748,-62.129629629629626,0.7010161224766291,-9.934554973821989,"-9.93,-9.11,-5.04,-4.80",0,8,-9.91095890410959,0.443717277486911,-60.5,-11560.5,-14926.5
ml,pred_hit99_hgb,0.55,0.45,0.6,95,764,0.5798429319371727,55.74738219895289,-7.155759162303669,-5467.000000000003,32.644469525959366,-62.08255451713396,0.7256692676317836,-10.039267015706809,"-10.04,-8.14,-5.35,-5.09",0,8,-12.239726027397264,0.443717277486911,-20.500000000000036,-11520.5,-15563.0
ml,pred_hit99_hgb,0.55,0.45,0.6,99,764,0.5575916230366492,55.74738219895289,-7.044502617801048,-5382.000000000001,36.617370892018776,-62.07396449704142,0.743482198179305,-9.41623036649215,"-9.42,-8.45,-5.56,-4.75",0,8,-10.755319148936172,0.443717277486911,-40.00000000000003,-11540.0,-16093.0
ml,pred_hit99_hgb,0.56,0.45,0.6,80,631,0.694136291600634,55.94136291600634,-6.878763866877971,-4340.5,17.595890410958905,-62.42227979274612,0.6397177837725669,-11.240506329113924,"-7.27,-11.24,-6.59,-2.39",0,8,-12.102409638554217,0.4215530903328051,-23.0,-11523.0,-13818.5
ml,pred_hit99_hgb,0.56,0.45,0.6,85,631,0.6608557844690967,55.94136291600634,-6.244849445324884,-3940.500000000002,22.581534772182255,-62.41588785046729,0.7049861495844876,-10.734177215189876,"-9.23,-10.73,-3.65,-1.33",0,8,-12.0421686746988,0.4215530903328051,-6.500000000000007,-11506.5,-14073.0
ml,pred_hit99_hgb,0.56,0.45,0.6,90,631,0.6323296354992076,55.94136291600634,-5.515847860538828,-3480.5,27.572681704260653,-62.422413793103445,0.7596671730423975,-10.544303797468354,"-8.98,-10.54,-1.91,-0.60",0,8,-11.455882352941178,0.4215530903328051,-32.00000000000001,-11532.0,-13993.5
ml,pred_hit99_hgb,0.56,0.45,0.6,95,631,0.5990491283676703,55.94136291600634,-5.5237717908082455,-3485.5000000000027,32.492063492063494,-62.32213438735178,0.7789440304423656,-9.46835443037975,"-9.04,-9.47,-2.76,-0.79",1,8,-14.250000000000005,0.4215530903328051,-29.000000000000007,-11529.0,-14493.5
ml,pred_hit99_hgb,0.56,0.45,0.6,99,631,0.5752773375594294,55.94136291600634,-5.4873217115689386,-3462.5000000000005,36.45316804407714,-62.29477611940298,0.7926025756214435,-10.373417721518987,"-8.70,-10.37,-2.76,-0.09",1,8,-13.069444444444448,0.4215530903328051,-58.5,-11558.5,-14879.0
ml,pred_hit99_hgb,0.57,0.45,0.6,80,492,0.6829268292682927,56.09756097560976,-7.9227642276422765,-3898.0,17.4375,-62.544871794871796,0.6004919544942093,-13.735772357723578,"-5.45,-13.74,-8.98,-3.52",0,8,-15.76865671641791,0.3882113821138211,-17.0,-11517.0,-13812.5
ml,pred_hit99_hgb,0.57,0.45,0.6,85,492,0.6463414634146342,56.09756097560976,-7.628048780487808,-3753.000000000002,22.430817610062892,-62.5632183908046,0.6552452691530406,-14.142276422764228,"-7.44,-14.14,-6.34,-2.59",0,8,-16.664179104477615,0.3882113821138211,-13.000000000000036,-11513.0,-14079.5
ml,pred_hit99_hgb,0.57,0.45,0.6,90,492,0.6199186991869918,56.09756097560976,-6.784552845528455,-3338.0,27.421311475409837,-62.57486631016043,0.7147374268256207,-14.955284552845528,"-7.16,-14.96,-5.24,0.22",1,8,-16.66417910447761,0.3882113821138211,-46.00000000000001,-11546.0,-14007.5
ml,pred_hit99_hgb,0.57,0.45,0.6,95,492,0.5853658536585366,56.09756097560976,-6.977642276422768,-3433.000000000002,32.322916666666664,-62.46078431372549,0.7305760477162141,-13.857723577235774,"-7.97,-13.86,-5.93,-0.15",1,8,-15.544776119402988,0.3882113821138211,-17.500000000000007,-11517.5,-14482.0
ml,pred_hit99_hgb,0.57,0.45,0.6,99,492,0.5609756097560976,56.09756097560976,-7.058943089430895,-3473.0000000000005,36.29710144927536,-62.458333333333336,0.7425691201541769,-15.028455284552846,"-7.30,-15.03,-5.97,0.07",1,8,-15.333333333333336,0.3882113821138211,-2.5000000000000284,-11502.5,-14823.0
ml,pred_hit99_hgb,0.58,0.45,0.6,80,369,0.6937669376693767,56.162601626016276,-7.107046070460704,-2622.5,17.3828125,-62.58849557522124,0.6291975963237894,-13.771739130434783,"-5.41,-13.77,-6.60,-2.66",0,8,-12.972727272727273,0.3685636856368564,-10.500000000000007,-11510.5,-13806.0
ml,pred_hit99_hgb,0.58,0.45,0.6,85,369,0.6504065040650406,56.162601626016276,-7.337398373983742,-2707.500000000001,22.354166666666668,-62.57751937984496,0.6646020439764633,-15.347826086956527,"-7.35,-15.35,-4.97,-1.68",0,8,-12.972727272727276,0.3685636856368564,-54.50000000000005,-11554.5,-14121.0
ml,pred_hit99_hgb,0.58,0.45,0.6,90,369,0.6260162601626016,56.162601626016276,-6.294037940379404,-2322.5,27.32251082251082,-62.56521739130435,0.731005327773917,-14.532608695652174,"-7.99,-14.53,-4.53,1.90",2,8,-13.56451612903226,0.3685636856368564,-41.000000000000014,-11541.0,-14002.5
ml,pred_hit99_hgb,0.58,0.45,0.6,95,369,0.5934959349593496,56.162601626016276,-6.266937669376698,-2312.5000000000014,32.21232876712329,-62.446666666666665,0.753122664673855,-13.934782608695654,"-9.07,-13.93,-4.42,2.39",2,8,-12.89285714285715,0.3685636856368564,-13.500000000000014,-11513.5,-14478.0
ml,pred_hit99_hgb,0.58,0.45,0.6,99,369,0.5745257452574526,56.162601626016276,-5.781842818428186,-2133.5000000000005,36.198113207547166,-62.468152866242036,0.7824624012235534,-12.967391304347826,"-8.96,-12.97,-4.14,2.98",3,8,-15.016129032258068,0.3685636856368564,-34.500000000000014,-11534.5,-14855.0
ml,pred_hit99_hgb,0.59,0.45,0.6,80,265,0.7056603773584905,56.15471698113208,-6.126415094339623,-1623.5,17.47860962566845,-62.717948717948715,0.6681316434995912,-12.712121212121213,"-0.14,-12.71,-9.73,-2.02",1,8,-12.285714285714286,0.33584905660377357,668.0,-10832.0,-13335.5
ml,pred_hit99_hgb,0.59,0.45,0.6,85,265,0.660377358490566,56.15471698113208,-6.46603773584906,-1713.500000000001,22.437142857142856,-62.666666666666664,0.6961879432624113,-16.04545454545455,"-2.60,-16.05,-6.47,-0.80",1,8,-10.516949152542377,0.33584905660377357,629.0,-10871.0,-13713.5
ml,pred_hit99_hgb,0.59,0.45,0.6,90,265,0.6415094339622641,56.15471698113208,-4.881132075471698,-1293.5,27.41176470588235,-62.66842105263158,0.7827328462249097,-13.318181818181818,"-3.13,-13.32,-5.94,2.83",2,8,-10.516949152542374,0.33584905660377357,951.0,-10549.0,-13391.5
ml,pred_hit99_hgb,0.59,0.45,0.6,95,265,0.5962264150943396,56.15471698113208,-5.994339622641514,-1588.5000000000014,32.265822784810126,-62.49065420560748,0.7624317654976445,-13.469696969696972,"-5.51,-13.47,-7.15,2.15",1,8,-13.078947368421057,0.33584905660377357,621.5,-10878.5,-14329.0
ml,pred_hit99_hgb,0.59,0.45,0.6,99,265,0.5811320754716981,56.15471698113208,-5.1188679245283035,-1356.5000000000005,36.27272727272727,-62.54504504504504,0.8046092906013684,-12.90909090909091,"-3.13,-12.91,-6.35,1.88",1,8,-11.184210526315793,0.33584905660377357,882.5,-10617.5,-14508.0
ml,pred_hit99_hgb,0.6,0.45,0.6,80,178,0.7134831460674157,56.14044943820225,-5.449438202247191,-970.0,17.515748031496063,-62.63725490196079,0.6963531069024886,-10.277777777777779,"-2.06,-10.28,-8.50,-0.93",0,8,-13.875,0.2808988764044944,1678.0,-9822.0,-12265.5
ml,pred_hit99_hgb,0.6,0.45,0.6,85,178,0.6573033707865169,56.14044943820225,-6.68539325842697,-1190.0000000000007,22.41452991452991,-62.5,0.6878688524590163,-12.722222222222225,"-5.83,-12.72,-7.14,-0.93",0,8,-10.750000000000005,0.2808988764044944,1094.5,-10405.5,-13046.5
ml,pred_hit99_hgb,0.6,0.45,0.6,90,178,0.6348314606741573,56.14044943820225,-5.449438202247191,-970.0,27.36725663716814,-62.5,0.7612307692307693,-13.833333333333334,"-4.50,-13.83,-6.00,2.70",2,8,-11.152173913043478,0.2808988764044944,1581.0,-9919.0,-12757.0
ml,pred_hit99_hgb,0.6,0.45,0.6,95,178,0.601123595505618,56.14044943820225,-5.505617977528094,-980.0000000000008,32.23831775700935,-62.38732394366197,0.7787560672762163,-15.388888888888895,"-5.50,-15.39,-5.09,4.18",2,8,-15.833333333333337,0.2808988764044944,1126.0,-10374.0,-13529.5
ml,pred_hit99_hgb,0.6,0.45,0.6,99,178,0.5842696629213483,56.14044943820225,-4.792134831460675,-853.0000000000002,36.23076923076923,-62.445945945945944,0.8154079203635577,-15.633333333333336,"-3.10,-15.63,-4.98,4.75",3,8,-14.375000000000004,0.2808988764044944,1157.0,-10343.0,-13929.0
ml,pred_hit99_hgb,0.61,0.45,0.6,80,110,0.7545454545454545,56.00909090909091,-1.9636363636363636,-216.0,17.512048192771083,-61.833333333333336,0.8706199460916442,-13.0,"0.18,-13.00,-3.20,8.50",5,8,-11.913793103448276,0.20909090909090908,6300.5,-5199.5,-10281.5
ml,pred_hit99_hgb,0.61,0.45,0.6,85,110,0.7,56.00909090909091,-2.8727272727272757,-316.00000000000034,22.409090909090903,-61.86363636363637,0.8452118540289001,-13.000000000000004,"-1.96,-13.00,-2.83,6.65",5,8,-11.741379310344831,0.20909090909090908,5007.5,-6492.5,-9968.5
ml,pred_hit99_hgb,0.61,0.45,0.6,90,110,0.6818181818181818,56.00909090909091,-1.0545454545454556,-116.00000000000011,27.273333333333333,-61.75714285714286,0.9463335646541754,-13.357142857142858,"-1.61,-13.36,0.50,10.72",5,8,-11.913793103448278,0.20909090909090908,6362.5,-5137.5,-9112.0
ml,pred_hit99_hgb,0.61,0.45,0.6,95,110,0.6545454545454545,56.00909090909091,-0.28181818181818724,-31.000000000000597,32.18055555555555,-61.78947368421053,0.9867972742759794,-10.678571428571432,"-1.61,-10.68,0.31,11.28",5,8,-12.033333333333337,0.20909090909090908,7399.0,-4101.0,-9724.5
ml,pred_hit99_hgb,0.61,0.45,0.6,99,110,0.6363636363636364,56.00909090909091,0.4999999999999968,54.999999999999645,36.18571428571428,-61.95,1.0221953188054882,-12.071428571428573,"0.96,-12.07,-0.83,14.39",4,8,-10.362068965517246,0.20909090909090908,8161.0,-3339.0,-11405.0
ml,pred_hit99_hgb,0.62,0.45,0.6,80,78,0.7307692307692307,55.91025641025643,-3.6923076923076925,-288.0,17.728070175438596,-61.833333333333336,0.7782056218713901,-16.605263157894736,"-6.95,-9.20,-16.61,18.45",5,8,-16.166666666666668,0.15384615384615385,5840.0,-5660.0,-9015.5
ml,pred_hit99_hgb,0.62,0.45,0.6,85,78,0.6923076923076923,55.91025641025643,-3.3717948717948762,-263.00000000000034,22.611111111111104,-61.833333333333336,0.8227762803234498,-18.18421052631579,"-3.45,-10.20,-18.18,18.71",5,8,-20.33333333333334,0.15384615384615385,5880.0,-5620.0,-9226.0
ml,pred_hit99_hgb,0.62,0.45,0.6,90,78,0.6923076923076923,55.91025641025643,0.02564102564102555,1.999999999999993,27.51851851851852,-61.833333333333336,1.0013477088948788,-15.552631578947368,"0.05,-7.20,-15.55,23.18",6,8,-17.833333333333336,0.15384615384615385,9090.0,-2410.0,-10336.5
ml,pred_hit99_hgb,0.62,0.45,0.6,95,78,0.6538461538461539,55.91025641025643,-0.23076923076923686,-18.000000000000476,32.401960784313715,-61.870370370370374,0.9892247829991018,-17.921052631578952,"-1.20,-4.20,-17.92,22.66",5,8,-23.250000000000004,0.15384615384615385,8088.0,-3412.0,-10461.0
ml,pred_hit99_hgb,0.62,0.45,0.6,99,78,0.6410256410256411,55.91025641025643,1.0641025641025612,82.99999999999977,36.36,-61.964285714285715,1.0478386167146974,-21.236842105263158,"1.40,-1.80,-21.24,26.03",5,8,-21.58333333333334,0.15384615384615385,9567.5,-1932.5,-12004.5
ml,pred_hit99_hgb,0.63,0.45,0.6,80,49,0.7142857142857143,55.91836734693878,-4.86734693877551,-238.5,17.928571428571427,-61.857142857142854,0.7245958429561201,-22.75,"-13.73,5.42,-22.75,12.33",3,7,-17.214285714285715,0.1836734693877551,6722.0,-4778.0,-6704.0
ml,pred_hit99_hgb,0.63,0.45,0.6,85,49,0.6938775510204082,55.91836734693878,-3.1326530612244956,-153.50000000000028,22.70588235294117,-61.7,0.8341437061048079,-20.25,"-10.65,9.58,-20.25,9.42",3,7,-14.357142857142861,0.1836734693877551,7627.0,-3873.0,-5540.0
ml,pred_hit99_hgb,0.63,0.45,0.6,90,49,0.6938775510204082,55.91836734693878,0.23469387755101867,11.499999999999915,27.558823529411764,-61.7,1.0124257158292815,-17.75,"-7.58,13.75,-17.75,13.17",4,7,-11.5,0.1836734693877551,10096.0,-1404.0,-5663.0
ml,pred_hit99_hgb,0.63,0.45,0.6,95,49,0.673469387755102,55.91836734693878,1.663265306122442,81.49999999999966,32.34848484848484,-61.625,1.0826572008113586,-15.250000000000005,"-11.81,17.92,-15.25,16.92",4,7,-8.642857142857148,0.1836734693877551,10969.0,-531.0,-4886.0
ml,pred_hit99_hgb,0.63,0.45,0.6,99,49,0.6530612244897959,55.91836734693878,2.255102040816322,110.49999999999977,36.28125,-61.794117647058826,1.105188005711566,-21.5,"-9.65,21.25,-21.50,19.92",4,7,-14.500000000000004,0.1836734693877551,11404.0,-96.0,-6278.0
ml,pred_hit99_hgb,0.52,0.5,0.6,80,968,0.6828512396694215,55.38326446280992,-7.234504132231405,-7003.0,18.068835098335853,-61.714983713355046,0.6303802813184494,-10.541322314049587,"-8.68,-10.54,-4.64,-5.08",0,8,-10.66260162601626,0.4555785123966942,-12.5,-11512.5,-14289.0
ml,pred_hit99_hgb,0.52,0.5,0.6,85,968,0.6394628099173554,55.38326446280992,-7.513429752066119,-7273.000000000004,23.075121163166397,-61.76647564469914,0.6626075661633382,-10.830578512396698,"-10.29,-10.83,-4.22,-4.71",0,8,-12.288617886178866,0.4555785123966942,-34.50000000000002,-11534.5,-15057.0
ml,pred_hit99_hgb,0.52,0.5,0.6,90,968,0.6105371900826446,55.38326446280992,-6.924586776859504,-6703.0,28.068527918781726,-61.781167108753316,0.7122126097503381,-10.789256198347108,"-9.88,-10.79,-2.69,-4.34",0,8,-10.825203252032521,0.4555785123966942,-1.500000000000007,-11501.5,-15820.5
ml,pred_hit99_hgb,0.52,0.5,0.6,95,968,0.5795454545454546,55.38326446280992,-6.821280991735541,-6603.000000000004,33.03832442067736,-61.76289926289926,0.7373247140726007,-10.685950413223145,"-9.36,-10.69,-2.94,-4.30",1,8,-12.245901639344268,0.4555785123966942,-29.000000000000007,-11529.0,-16778.0
ml,pred_hit99_hgb,0.52,0.5,0.6,99,968,0.5619834710743802,55.38326446280992,-6.245867768595042,-6046.000000000001,37.036764705882355,-61.778301886792455,0.7691837825456211,-10.15702479338843,"-8.39,-10.16,-2.51,-3.93",1,8,-12.581967213114758,0.4555785123966942,-17.5,-11517.5,-17409.0
ml,pred_hit99_hgb,0.53,0.5,0.6,80,899,0.6896551724137931,55.59288097886541,-6.898220244716351,-6201.5,17.89032258064516,-61.983870967741936,0.6413970566976032,-10.677777777777777,"-7.70,-10.68,-5.74,-3.46",0,8,-10.78695652173913,0.45161290322580644,-31.500000000000007,-11531.5,-14308.0
ml,pred_hit99_hgb,0.53,0.5,0.6,85,899,0.6473859844271412,55.59288097886541,-7.0483870967741975,-6336.500000000004,22.896907216494846,-62.026813880126184,0.6777368086458996,-10.100000000000001,"-9.61,-10.10,-5.26,-3.21",0,8,-11.312500000000004,0.45161290322580644,-2.5,-11502.5,-15025.0
ml,pred_hit99_hgb,0.53,0.5,0.6,90,899,0.6195773081201335,55.59288097886541,-6.31979977753059,-5681.5,27.909335727109514,-62.067251461988306,0.7323455975879776,-9.833333333333334,"-8.94,-9.83,-3.92,-2.56",0,8,-10.61304347826087,0.45161290322580644,-18.500000000000007,-11518.5,-15837.5
ml,pred_hit99_hgb,0.53,0.5,0.6,95,899,0.5884315906562848,55.59288097886541,-6.1863181312569555,-5561.500000000003,32.870510396975426,-62.027027027027025,0.7576688453159042,-9.45555555555556,"-8.54,-9.46,-4.50,-2.23",1,8,-11.873913043478264,0.45161290322580644,-22.50000000000005,-11522.5,-16771.5
ml,pred_hit99_hgb,0.53,0.5,0.6,99,899,0.5706340378197998,55.59288097886541,-5.598998887652948,-5033.500000000001,36.87426900584796,-62.04663212435233,0.7898329853862213,-8.993333333333334,"-7.62,-8.99,-4.28,-1.48",1,8,-12.334782608695656,0.45161290322580644,-34.50000000000001,-11534.5,-17426.0
ml,pred_hit99_hgb,0.54,0.5,0.6,80,838,0.6861575178997613,55.70763723150358,-7.291169451073985,-6110.0,17.75913043478261,-62.05893536121673,0.6256471525288729,-11.633333333333333,"-7.73,-11.63,-5.74,-4.04",0,8,-11.509345794392523,0.4510739856801909,-46.50000000000001,-11546.5,-13731.5
ml,pred_hit99_hgb,0.54,0.5,0.6,85,838,0.6455847255369929,55.70763723150358,-7.3150357995226765,-6130.000000000003,22.764325323475042,-62.10606060606061,0.6676696213168523,-10.895238095238097,"-9.21,-10.90,-5.07,-4.06",0,8,-10.806930693069312,0.4510739856801909,-12.500000000000007,-11512.5,-14308.5
ml,pred_hit99_hgb,0.54,0.5,0.6,90,838,0.616945107398568,55.70763723150358,-6.670644391408114,-5590.0,27.766924564796906,-62.13551401869159,0.7197362813667243,-10.442857142857143,"-8.69,-10.44,-3.87,-3.65",0,8,-10.200934579439252,0.4510739856801909,-45.50000000000001,-11545.5,-14911.5
ml,pred_hit99_hgb,0.54,0.5,0.6,95,838,0.5847255369928401,55.70763723150358,-6.652744630071601,-5575.000000000002,32.7265306122449,-62.10057471264368,0.7420295220026838,-9.823809523809528,"-8.45,-9.82,-4.73,-3.58",1,8,-11.742990654205611,0.4510739856801909,-48.500000000000114,-11548.5,-15591.0
ml,pred_hit99_hgb,0.54,0.5,0.6,99,838,0.5656324582338902,55.70763723150358,-6.2088305489260165,-5203.000000000002,36.72573839662447,-62.11813186813187,0.7698907611339614,-9.500000000000002,"-7.61,-9.50,-4.69,-3.01",1,8,-12.387850467289722,0.4510739856801909,-48.5,-11548.5,-16101.5
ml,pred_hit99_hgb,0.55,0.5,0.6,80,755,0.6874172185430464,55.84635761589405,-7.3264900662251655,-5531.5,17.654142581888248,-62.26271186440678,0.6235538314958486,-10.351851851851851,"-7.78,-10.35,-6.25,-4.91",0,8,-11.106382978723405,0.44370860927152317,-12.5,-11512.5,-13697.5
ml,pred_hit99_hgb,0.55,0.5,0.6,85,755,0.6463576158940397,55.84635761589405,-7.386092715231791,-5576.500000000002,22.651639344262296,-62.28651685393258,0.6646823607227684,-10.246031746031749,"-8.89,-10.25,-5.46,-4.94",0,8,-10.62765957446809,0.44370860927152317,-21.000000000000007,-11521.0,-14317.0
ml,pred_hit99_hgb,0.55,0.5,0.6,90,755,0.614569536423841,55.84635761589405,-7.021854304635761,-5301.5,27.648706896551722,-62.3041237113402,0.7075921789250158,-10.034391534391535,"-8.62,-10.03,-4.51,-4.91",0,8,-9.510638297872342,0.44370860927152317,-8.000000000000007,-11508.0,-14874.0
ml,pred_hit99_hgb,0.55,0.5,0.6,95,755,0.5827814569536424,55.84635761589405,-6.975496688741726,-5266.500000000003,32.59090909090909,-62.24285714285714,0.7313901002218652,-9.13492063492064,"-8.67,-9.13,-4.82,-5.26",0,8,-11.638888888888893,0.44370860927152317,-29.000000000000092,-11529.0,-15571.5
ml,pred_hit99_hgb,0.55,0.5,0.6,99,755,0.56158940397351,55.84635761589405,-6.747682119205299,-5094.500000000001,36.58490566037736,-62.255287009063444,0.7527721835343217,-8.98677248677249,"-8.00,-8.99,-5.03,-4.96",0,8,-10.89130434782609,0.44370860927152317,-23.0,-11523.0,-16076.0
ml,pred_hit99_hgb,0.56,0.5,0.6,80,629,0.6931637519872814,55.96820349761526,-6.983306836248013,-4392.5,17.557339449541285,-62.42227979274612,0.6354015355882964,-11.5,"-7.30,-11.50,-6.74,-2.39",0,8,-12.102409638554217,0.42289348171701113,-18.0,-11518.0,-13813.5
ml,pred_hit99_hgb,0.56,0.5,0.6,85,629,0.6613672496025437,55.96820349761526,-6.2281399046104955,-3917.500000000002,22.557692307692307,-62.448356807511736,0.705484343870992,-11.022292993630575,"-8.73,-11.02,-3.81,-1.33",0,8,-12.0421686746988,0.42289348171701113,-44.50000000000001,-11544.5,-14111.0
ml,pred_hit99_hgb,0.56,0.5,0.6,90,629,0.6327503974562798,55.96820349761526,-5.504769475357711,-3462.5,27.547738693467338,-62.45238095238095,0.7599902956365022,-10.863057324840764,"-8.44,-10.86,-2.09,-0.60",0,8,-11.259036144578314,0.42289348171701113,-31.0,-11531.0,-13992.5
ml,pred_hit99_hgb,0.56,0.5,0.6,95,629,0.5993640699523053,55.96820349761526,-5.520667726550084,-3472.5000000000027,32.46551724137931,-62.34920634920635,0.7789905804480651,-9.812101910828028,"-8.47,-9.81,-2.98,-0.79",1,8,-13.634328358208961,0.42289348171701113,-37.00000000000006,-11537.0,-14501.5
ml,pred_hit99_hgb,0.56,0.5,0.6,99,629,0.5771065182829889,55.96820349761526,-5.333068362480129,-3354.5000000000014,36.45316804407714,-62.357142857142854,0.7977633086151805,-10.117834394904458,"-8.10,-10.12,-3.01,-0.09",1,8,-12.514084507042257,0.42289348171701113,-2.5,-11502.5,-14823.0
ml,pred_hit99_hgb,0.57,0.5,0.6,80,492,0.6829268292682927,56.09756097560976,-7.9227642276422765,-3898.0,17.4375,-62.544871794871796,0.6004919544942093,-13.735772357723578,"-5.45,-13.74,-8.98,-3.52",0,8,-15.76865671641791,0.3882113821138211,-17.0,-11517.0,-13812.5
ml,pred_hit99_hgb,0.57,0.5,0.6,85,492,0.6463414634146342,56.09756097560976,-7.628048780487808,-3753.000000000002,22.430817610062892,-62.5632183908046,0.6552452691530406,-14.142276422764228,"-7.44,-14.14,-6.34,-2.59",0,8,-16.664179104477615,0.3882113821138211,-13.000000000000036,-11513.0,-14079.5
ml,pred_hit99_hgb,0.57,0.5,0.6,90,492,0.6199186991869918,56.09756097560976,-6.784552845528455,-3338.0,27.421311475409837,-62.57486631016043,0.7147374268256207,-14.955284552845528,"-7.16,-14.96,-5.24,0.22",1,8,-16.66417910447761,0.3882113821138211,-46.00000000000001,-11546.0,-14007.5
ml,pred_hit99_hgb,0.57,0.5,0.6,95,492,0.5853658536585366,56.09756097560976,-6.977642276422768,-3433.000000000002,32.322916666666664,-62.46078431372549,0.7305760477162141,-13.857723577235774,"-7.97,-13.86,-5.93,-0.15",1,8,-15.544776119402988,0.3882113821138211,-17.500000000000007,-11517.5,-14482.0
ml,pred_hit99_hgb,0.57,0.5,0.6,99,492,0.5609756097560976,56.09756097560976,-7.058943089430895,-3473.0000000000005,36.29710144927536,-62.458333333333336,0.7425691201541769,-15.028455284552846,"-7.30,-15.03,-5.97,0.07",1,8,-15.333333333333336,0.3882113821138211,-2.5000000000000284,-11502.5,-14823.0
ml,pred_hit99_hgb,0.58,0.5,0.6,80,369,0.6937669376693767,56.162601626016276,-7.107046070460704,-2622.5,17.3828125,-62.58849557522124,0.6291975963237894,-13.771739130434783,"-5.41,-13.77,-6.60,-2.66",0,8,-12.972727272727273,0.3685636856368564,-10.500000000000007,-11510.5,-13806.0
ml,pred_hit99_hgb,0.58,0.5,0.6,85,369,0.6504065040650406,56.162601626016276,-7.337398373983742,-2707.500000000001,22.354166666666668,-62.57751937984496,0.6646020439764633,-15.347826086956527,"-7.35,-15.35,-4.97,-1.68",0,8,-12.972727272727276,0.3685636856368564,-54.50000000000005,-11554.5,-14121.0
ml,pred_hit99_hgb,0.58,0.5,0.6,90,369,0.6260162601626016,56.162601626016276,-6.294037940379404,-2322.5,27.32251082251082,-62.56521739130435,0.731005327773917,-14.532608695652174,"-7.99,-14.53,-4.53,1.90",2,8,-13.56451612903226,0.3685636856368564,-41.000000000000014,-11541.0,-14002.5
ml,pred_hit99_hgb,0.58,0.5,0.6,95,369,0.5934959349593496,56.162601626016276,-6.266937669376698,-2312.5000000000014,32.21232876712329,-62.446666666666665,0.753122664673855,-13.934782608695654,"-9.07,-13.93,-4.42,2.39",2,8,-12.89285714285715,0.3685636856368564,-13.500000000000014,-11513.5,-14478.0
ml,pred_hit99_hgb,0.58,0.5,0.6,99,369,0.5745257452574526,56.162601626016276,-5.781842818428186,-2133.5000000000005,36.198113207547166,-62.468152866242036,0.7824624012235534,-12.967391304347826,"-8.96,-12.97,-4.14,2.98",3,8,-15.016129032258068,0.3685636856368564,-34.500000000000014,-11534.5,-14855.0
ml,pred_hit99_hgb,0.59,0.5,0.6,80,265,0.7056603773584905,56.15471698113208,-6.126415094339623,-1623.5,17.47860962566845,-62.717948717948715,0.6681316434995912,-12.712121212121213,"-0.14,-12.71,-9.73,-2.02",1,8,-12.285714285714286,0.33584905660377357,668.0,-10832.0,-13335.5
ml,pred_hit99_hgb,0.59,0.5,0.6,85,265,0.660377358490566,56.15471698113208,-6.46603773584906,-1713.500000000001,22.437142857142856,-62.666666666666664,0.6961879432624113,-16.04545454545455,"-2.60,-16.05,-6.47,-0.80",1,8,-10.516949152542377,0.33584905660377357,629.0,-10871.0,-13713.5
ml,pred_hit99_hgb,0.59,0.5,0.6,90,265,0.6415094339622641,56.15471698113208,-4.881132075471698,-1293.5,27.41176470588235,-62.66842105263158,0.7827328462249097,-13.318181818181818,"-3.13,-13.32,-5.94,2.83",2,8,-10.516949152542374,0.33584905660377357,951.0,-10549.0,-13391.5
ml,pred_hit99_hgb,0.59,0.5,0.6,95,265,0.5962264150943396,56.15471698113208,-5.994339622641514,-1588.5000000000014,32.265822784810126,-62.49065420560748,0.7624317654976445,-13.469696969696972,"-5.51,-13.47,-7.15,2.15",1,8,-13.078947368421057,0.33584905660377357,621.5,-10878.5,-14329.0
