rule,side,btc_ret_bin,ema15_bin,ema15_slope_bin,target_c,trades,avg_entry_c,median_entry_minute,hit_rate,breakeven_hit_rate,avg_pnl_c,min_quartile_ev_c,quartile_ev_c,positive_weeks,weeks,min_week_ev_c,avg_signed_btc_ret_window,avg_signed_dist_ema21_15m,avg_signed_ema21_slope_15m,avg_early_low_c
m5_low25-35_close45-65_green,NO,flat,below>150,slope_against>75,65,20,54.25,7.0,0.9,0.8346153846153846,4.249999999999998,-2.6000000000000028,"-2.60,13.20,-1.60,8.00",6,8,-4.000000000000002,1.5205000000005384,-339.3374084917643,-111.37238471076853,30.2
m5_low25-35_close45-65_green,NO,flat,below>150,slope_against>75,70,20,54.25,7.0,0.9,0.775,8.749999999999998,1.3999999999999972,"1.40,18.20,2.40,13.00",7,8,-0.2500000000000018,1.5205000000005384,-339.3374084917643,-111.37238471076853,30.2
m5_low25-35_close45-65_green,NO,flat,below>150,slope_against>75,75,20,54.25,7.0,0.8,0.7233333333333334,5.749999999999998,2.9999999999999973,"5.40,8.20,6.40,3.00",7,8,-22.000000000000004,1.5205000000005384,-339.3374084917643,-111.37238471076853,30.2
m5_low25-35_close45-65_green,NO,flat,below>150,slope_against>75,80,20,54.25,7.0,0.65,0.678125,-2.2500000000000027,-21.6,"9.40,12.20,-21.60,-9.00",4,8,-58.00000000000001,1.5205000000005384,-339.3374084917643,-111.37238471076853,30.2
m5_low25-35_close45-65_green,NO,flat,below>150,slope_against>75,85,20,54.25,7.0,0.65,0.638235294117647,0.9999999999999979,-19.6,"13.40,16.20,-19.60,-6.00",4,8,-58.00000000000001,1.5205000000005384,-339.3374084917643,-111.37238471076853,30.2
m5_low25-35_close45-65_green,NO,flat,below>150,slope_against25-75,65,22,54.72727272727273,6.0,0.8636363636363636,0.8419580419580419,1.4090909090909065,-4.500000000000003,"-0.00,12.60,-1.00,-4.50",8,10,-22.5,1.9081818181806407,-218.37308945174433,-50.24017760852009,31.09090909090909
m5_low25-35_close45-65_green,NO,flat,below>150,slope_against25-75,70,22,54.72727272727273,6.0,0.7727272727272727,0.7818181818181819,-0.6363636363636389,-11.000000000000002,"4.17,3.60,-11.00,-0.33",7,10,-20.0,1.9081818181806407,-218.37308945174433,-50.24017760852009,31.09090909090909
m5_low25-35_close45-65_green,NO,flat,below>150,slope_against25-75,75,22,54.72727272727273,6.0,0.6363636363636364,0.7296969696969697,-7.000000000000003,-23.0,"8.33,-7.40,-23.00,-8.67",5,10,-64.0,1.9081818181806407,-218.37308945174433,-50.24017760852009,31.09090909090909
m5_low25-35_close45-65_green,NO,flat,below>150,slope_against25-75,80,22,54.72727272727273,6.0,0.6363636363636364,0.6840909090909091,-3.8181818181818206,-21.0,"12.50,-4.40,-21.00,-5.33",5,10,-64.0,1.9081818181806407,-218.37308945174433,-50.24017760852009,31.09090909090909
m5_low25-35_close45-65_green,NO,flat,below>150,slope_against25-75,85,22,54.72727272727273,6.0,0.5909090909090909,0.6438502673796791,-4.500000000000002,-19.0,"16.67,-1.40,-19.00,-16.17",5,10,-64.0,1.9081818181806407,-218.37308945174433,-50.24017760852009,31.09090909090909
m5_low25-35_close45-65_green,NO,flat,below50-150,slope_against25-75,65,26,53.65384615384615,7.0,0.9615384615384616,0.8254437869822485,8.846153846153843,2.5714285714285703,"2.57,12.00,15.00,7.14",9,10,-6.0,-1.1976923076917256,-107.11859589365737,-38.61042216387264,30.0
m5_low25-35_close45-65_green,NO,flat,below50-150,slope_against25-75,70,26,53.65384615384615,7.0,0.8846153846153846,0.7664835164835164,8.269230769230765,-3.1428571428571437,"-3.14,17.00,20.00,2.14",8,10,-26.0,-1.1976923076917256,-107.11859589365737,-38.61042216387264,30.0
m5_low25-35_close45-65_green,NO,flat,below50-150,slope_against25-75,75,26,53.65384615384615,7.0,0.8461538461538461,0.7153846153846154,9.807692307692308,0.42857142857142755,"0.43,22.00,12.50,6.43",8,10,-24.333333333333332,-1.1976923076917256,-107.11859589365737,-38.61042216387264,30.0
m5_low25-35_close45-65_green,NO,flat,below50-150,slope_against25-75,80,26,53.65384615384615,7.0,0.8461538461538461,0.6706730769230769,14.038461538461538,3.999999999999999,"4.00,27.00,16.67,10.71",8,10,-22.666666666666668,-1.1976923076917256,-107.11859589365737,-38.61042216387264,30.0
m5_low25-35_close45-65_green,NO,flat,below50-150,slope_against25-75,85,26,53.65384615384615,7.0,0.8461538461538461,0.6312217194570136,18.26923076923077,7.57142857142857,"7.57,32.00,20.83,15.00",8,10,-21.0,-1.1976923076917256,-107.11859589365737,-38.61042216387264,30.0
m5_low25-35_close45-65_green,NO,flat,below50-150,slope_flat,65,28,53.392857142857146,7.0,0.75,0.8214285714285715,-4.642857142857144,-22.857142857142858,"0.14,-6.00,10.14,-22.86",5,9,-51.0,0.23392857142763596,-78.1639738611666,-16.613487848041455,31.464285714285715
m5_low25-35_close45-65_green,NO,flat,below50-150,slope_flat,70,28,53.392857142857146,7.0,0.7142857142857143,0.7627551020408164,-3.3928571428571432,-20.714285714285715,"-5.57,-2.43,15.14,-20.71",5,9,-51.0,0.23392857142763596,-78.1639738611666,-16.613487848041455,31.464285714285715
m5_low25-35_close45-65_green,NO,flat,below50-150,slope_flat,75,28,53.392857142857146,7.0,0.7142857142857143,0.7119047619047619,0.17857142857142833,-18.571428571428573,"-2.00,1.14,20.14,-18.57",5,9,-51.0,0.23392857142763596,-78.1639738611666,-16.613487848041455,31.464285714285715
m5_low25-35_close45-65_green,NO,flat,below50-150,slope_flat,80,28,53.392857142857146,7.0,0.6785714285714286,0.6674107142857143,0.8928571428571429,-16.428571428571427,"1.57,4.71,13.71,-16.43",4,9,-51.0,0.23392857142763596,-78.1639738611666,-16.613487848041455,31.464285714285715
m5_low25-35_close45-65_green,NO,flat,below50-150,slope_flat,85,28,53.392857142857146,7.0,0.5714285714285714,0.6281512605042017,-4.821428571428571,-16.0,"-7.00,-16.00,18.00,-14.29",4,9,-51.0,0.23392857142763596,-78.1639738611666,-16.613487848041455,31.464285714285715
m5_low25-35_close45-65_green,NO,flat,below0-50,slope_flat,65,52,56.44230769230769,6.5,0.7115384615384616,0.8683431952662722,-10.192307692307695,-14.692307692307695,"-5.38,-14.69,-6.54,-14.15",4,9,-37.75000000000001,1.0438461538459916,-21.463676130365528,-4.601836799146231,30.865384615384617
m5_low25-35_close45-65_green,NO,flat,below0-50,slope_flat,70,52,56.44230769230769,6.5,0.6730769230769231,0.8063186813186813,-9.326923076923078,-11.230769230769234,"-6.92,-11.23,-8.08,-11.08",3,9,-36.50000000000001,1.0438461538459916,-21.463676130365528,-4.601836799146231,30.865384615384617
m5_low25-35_close45-65_green,NO,flat,below0-50,slope_flat,75,52,56.44230769230769,6.5,0.5961538461538461,0.7525641025641026,-11.73076923076923,-21.923076923076923,"-9.23,-7.77,-21.92,-8.00",2,9,-35.25000000000001,1.0438461538459916,-21.463676130365528,-4.601836799146231,30.865384615384617
m5_low25-35_close45-65_green,NO,flat,below0-50,slope_flat,80,52,56.44230769230769,6.5,0.5576923076923077,0.7055288461538461,-11.826923076923077,-25.76923076923077,"-6.15,-10.46,-25.77,-4.92",2,9,-34.00000000000001,1.0438461538459916,-21.463676130365528,-4.601836799146231,30.865384615384617
m5_low25-35_close45-65_green,NO,flat,below0-50,slope_flat,85,52,56.44230769230769,6.5,0.5384615384615384,0.6640271493212669,-10.673076923076925,-30.384615384615383,"-3.08,-7.38,-30.38,-1.85",4,9,-33.285714285714285,1.0438461538459916,-21.463676130365528,-4.601836799146231,30.865384615384617
m5_low25-35_close45-65_green,NO,flat,above0-50,slope_flat,65,46,54.30434782608695,6.5,0.782608695652174,0.8354515050167224,-3.434782608695654,-11.083333333333336,"-11.08,-1.09,3.64,-4.42",5,10,-26.000000000000004,2.019130434782868,24.1824876050629,4.415850353803051,30.73913043478261
m5_low25-35_close45-65_green,NO,flat,above0-50,slope_flat,70,46,54.30434782608695,6.5,0.7391304347826086,0.775776397515528,-2.565217391304349,-7.750000000000003,"-7.75,-3.36,1.82,-0.67",4,10,-23.500000000000004,2.019130434782868,24.1824876050629,4.415850353803051,30.73913043478261
m5_low25-35_close45-65_green,NO,flat,above0-50,slope_flat,75,46,54.30434782608695,6.5,0.717391304347826,0.7240579710144928,-0.5000000000000014,-4.416666666666669,"-4.42,0.27,-0.91,3.08",4,10,-21.000000000000004,2.019130434782868,24.1824876050629,4.415850353803051,30.73913043478261
m5_low25-35_close45-65_green,NO,flat,above0-50,slope_flat,80,46,54.30434782608695,6.5,0.6956521739130435,0.6788043478260869,1.3478260869565204,-7.750000000000003,"-7.75,3.91,2.73,6.83",6,10,-48.0,2.019130434782868,24.1824876050629,4.415850353803051,30.73913043478261
m5_low25-35_close45-65_green,NO,flat,above0-50,slope_flat,85,46,54.30434782608695,6.5,0.6739130434782609,0.6388746803069053,2.978260869565217,-11.91666666666667,"-11.92,7.55,6.36,10.58",6,10,-48.0,2.019130434782868,24.1824876050629,4.415850353803051,30.73913043478261
m5_low25-35_close45-65_green,NO,flat,above50-150,slope_with25-75,65,22,57.72727272727273,6.0,0.7727272727272727,0.8881118881118881,-7.500000000000001,-18.600000000000005,"6.17,-18.60,-18.60,-2.67",4,8,-33.66666666666667,1.0000000000003306,96.06007761435764,33.828352963085884,30.727272727272727
m5_low25-35_close45-65_green,NO,flat,above50-150,slope_with25-75,70,22,57.72727272727273,6.0,0.5909090909090909,0.8246753246753247,-16.363636363636363,-43.6,"-0.50,-43.60,-15.60,-10.17",3,8,-59.0,1.0000000000003306,96.06007761435764,33.828352963085884,30.727272727272727
m5_low25-35_close45-65_green,NO,flat,above50-150,slope_with25-75,75,22,57.72727272727273,6.0,0.5909090909090909,0.7696969696969697,-13.409090909090908,-42.6,"3.67,-42.60,-12.60,-6.83",3,8,-59.0,1.0000000000003306,96.06007761435764,33.828352963085884,30.727272727272727
m5_low25-35_close45-65_green,NO,flat,above50-150,slope_with25-75,80,22,57.72727272727273,6.0,0.5909090909090909,0.7215909090909091,-10.454545454545455,-41.6,"7.83,-41.60,-9.60,-3.50",3,8,-59.0,1.0000000000003306,96.06007761435764,33.828352963085884,30.727272727272727
m5_low25-35_close45-65_green,NO,flat,above50-150,slope_with25-75,85,22,57.72727272727273,6.0,0.5454545454545454,0.6791443850267379,-11.363636363636365,-40.6,"12.00,-40.60,-6.60,-14.33",2,8,-59.0,1.0000000000003306,96.06007761435764,33.828352963085884,30.727272727272727
m5_low25-35_close45-65_green,YES,flat,below>150,slope_against>75,65,22,55.54545454545455,6.0,0.8181818181818182,0.8545454545454546,-2.363636363636365,-7.0,"-0.67,-5.40,-7.00,2.33",4,8,-29.0,0.9372727272738385,-405.14786240209156,-128.20938927328132,30.545454545454547
m5_low25-35_close45-65_green,YES,flat,below>150,slope_against>75,70,22,55.54545454545455,6.0,0.7272727272727273,0.7935064935064935,-4.636363636363638,-17.0,"-8.17,-1.40,-17.00,6.50",3,8,-61.0,0.9372727272738385,-405.14786240209156,-128.20938927328132,30.545454545454547
m5_low25-35_close45-65_green,YES,flat,below>150,slope_against>75,75,22,55.54545454545455,6.0,0.7272727272727273,0.7406060606060606,-1.0000000000000013,-14.0,"-4.83,2.60,-14.00,10.67",3,8,-61.0,0.9372727272738385,-405.14786240209156,-128.20938927328132,30.545454545454547
m5_low25-35_close45-65_green,YES,flat,below>150,slope_against>75,80,22,55.54545454545455,6.0,0.6363636363636364,0.6943181818181818,-4.636363636363637,-28.16666666666667,"-28.17,6.60,-11.00,14.83",3,8,-61.0,0.9372727272738385,-405.14786240209156,-128.20938927328132,30.545454545454547
m5_low25-35_close45-65_green,YES,flat,below>150,slope_against>75,85,22,55.54545454545455,6.0,0.6363636363636364,0.653475935828877,-1.4545454545454546,-26.500000000000004,"-26.50,10.60,-8.00,19.00",4,8,-61.0,0.9372727272738385,-405.14786240209156,-128.20938927328132,30.545454545454547
m5_low25-35_close45-65_green,YES,flat,below>150,slope_against25-75,65,22,52.72727272727273,6.5,0.7727272727272727,0.8111888111888111,-2.500000000000001,-23.0,"-7.00,11.20,13.80,-23.00",5,9,-58.0,0.6459090909087205,-197.50335761325516,-52.859980460902904,30.272727272727273
m5_low25-35_close45-65_green,YES,flat,below>150,slope_against25-75,70,22,52.72727272727273,6.5,0.7727272727272727,0.7532467532467533,1.363636363636364,-20.5,"-3.67,16.20,18.80,-20.50",5,9,-58.0,0.6459090909087205,-197.50335761325516,-52.859980460902904,30.272727272727273
m5_low25-35_close45-65_green,YES,flat,below>150,slope_against25-75,75,22,52.72727272727273,6.5,0.7272727272727273,0.703030303030303,1.8181818181818186,-18.0,"-0.33,6.20,23.80,-18.00",6,9,-58.0,0.6459090909087205,-197.50335761325516,-52.859980460902904,30.272727272727273
m5_low25-35_close45-65_green,YES,flat,below>150,slope_against25-75,80,22,52.72727272727273,6.5,0.7272727272727273,0.6590909090909091,5.454545454545454,-15.5,"3.00,10.20,28.80,-15.50",7,9,-58.0,0.6459090909087205,-197.50335761325516,-52.859980460902904,30.272727272727273
m5_low25-35_close45-65_green,YES,flat,below>150,slope_against25-75,85,22,52.72727272727273,6.5,0.5454545454545454,0.6203208556149733,-6.363636363636365,-27.166666666666668,"-7.83,-2.80,16.80,-27.17",4,9,-58.0,0.6459090909087205,-197.50335761325516,-52.859980460902904,30.272727272727273
m5_low25-35_close45-65_green,YES,flat,below50-150,slope_against25-75,65,23,51.34782608695652,6.0,0.8260869565217391,0.7899665551839465,2.3478260869565215,-15.2,"4.67,16.67,-15.20,0.33",6,9,-49.0,-0.6847826086953358,-98.01344623383572,-37.345524181667514,29.391304347826086
m5_low25-35_close45-65_green,YES,flat,below50-150,slope_against25-75,70,23,51.34782608695652,6.0,0.8260869565217391,0.7335403726708075,6.478260869565218,-12.2,"8.83,21.67,-12.20,4.50",6,9,-49.0,-0.6847826086953358,-98.01344623383572,-37.345524181667514,29.391304347826086
m5_low25-35_close45-65_green,YES,flat,below50-150,slope_against25-75,75,23,51.34782608695652,6.0,0.6521739130434783,0.6846376811594204,-2.4347826086956523,-12.0,"-12.00,14.17,-9.20,-3.83",4,9,-49.0,-0.6847826086953358,-98.01344623383572,-37.345524181667514,29.391304347826086
m5_low25-35_close45-65_green,YES,flat,below50-150,slope_against25-75,80,23,51.34782608695652,6.0,0.6086956521739131,0.6418478260869566,-2.652173913043478,-13.833333333333334,"-9.50,18.33,-6.20,-13.83",5,9,-49.0,-0.6847826086953358,-98.01344623383572,-37.345524181667514,29.391304347826086
m5_low25-35_close45-65_green,YES,flat,below50-150,slope_against25-75,85,23,51.34782608695652,6.0,0.6086956521739131,0.6040920716112532,0.39130434782608664,-11.333333333333334,"-7.00,22.50,-3.20,-11.33",5,9,-49.0,-0.6847826086953358,-98.01344623383572,-37.345524181667514,29.391304347826086
m5_low25-35_close45-65_green,YES,flat,below50-150,slope_flat,65,22,53.22727272727273,7.0,0.8636363636363636,0.8188811188811189,2.9090909090909074,-8.666666666666668,"-8.67,10.40,12.20,0.50",4,7,-12.333333333333336,-3.6340909090911073,-81.85471504173653,-15.02193522427313,31.318181818181817
m5_low25-35_close45-65_green,YES,flat,below50-150,slope_flat,70,22,53.22727272727273,7.0,0.8181818181818182,0.7603896103896104,4.045454545454544,-5.333333333333335,"-5.33,1.40,17.20,4.67",3,7,-18.500000000000004,-3.6340909090911073,-81.85471504173653,-15.02193522427313,31.318181818181817
m5_low25-35_close45-65_green,YES,flat,below50-150,slope_flat,75,22,53.22727272727273,7.0,0.7272727272727273,0.7096969696969697,1.3181818181818168,-9.600000000000001,"-2.00,-9.60,7.20,8.83",4,7,-16.000000000000004,-3.6340909090911073,-81.85471504173653,-15.02193522427313,31.318181818181817
m5_low25-35_close45-65_green,YES,flat,below50-150,slope_flat,80,22,53.22727272727273,7.0,0.6363636363636364,0.665340909090909,-2.3181818181818197,-12.0,"-12.00,-6.60,11.20,-0.33",2,7,-13.500000000000004,-3.6340909090911073,-81.85471504173653,-15.02193522427313,31.318181818181817
m5_low25-35_close45-65_green,YES,flat,below50-150,slope_flat,85,22,53.22727272727273,7.0,0.5909090909090909,0.6262032085561497,-3.0,-9.500000000000002,"-9.50,-3.60,-1.80,3.00",3,7,-15.8,-3.6340909090911073,-81.85471504173653,-15.02193522427313,31.318181818181817
m5_low25-35_close45-65_green,YES,flat,below0-50,slope_flat,65,40,53.45,7.0,0.75,0.8223076923076924,-4.7,-10.3,"-7.70,-10.30,0.50,-1.30",4,10,-46.5,-0.0679999999996653,-23.394355921506577,-2.7115005600257063,30.5
m5_low25-35_close45-65_green,YES,flat,below0-50,slope_flat,70,40,53.45,7.0,0.675,0.7635714285714286,-6.2,-20.8,"-11.20,-20.80,4.50,2.70",2,10,-46.5,-0.0679999999996653,-23.394355921506577,-2.7115005600257063,30.5
m5_low25-35_close45-65_green,YES,flat,below0-50,slope_flat,75,40,53.45,7.0,0.65,0.7126666666666667,-4.7,-18.3,"-15.70,-18.30,8.50,6.70",2,10,-46.5,-0.0679999999996653,-23.394355921506577,-2.7115005600257063,30.5
m5_low25-35_close45-65_green,YES,flat,below0-50,slope_flat,80,40,53.45,7.0,0.6,0.6681250000000001,-5.45,-23.8,"-21.20,-23.80,12.50,10.70",2,10,-46.5,-0.0679999999996653,-23.394355921506577,-2.7115005600257063,30.5
m5_low25-35_close45-65_green,YES,flat,below0-50,slope_flat,85,40,53.45,7.0,0.6,0.6288235294117648,-2.45,-21.8,"-19.20,-21.80,16.50,14.70",2,10,-46.5,-0.0679999999996653,-23.394355921506577,-2.7115005600257063,30.5
m5_low25-35_close45-65_green,YES,flat,above0-50,slope_flat,65,35,53.94285714285714,7.0,0.8,0.8298901098901099,-1.9428571428571424,-13.333333333333334,"12.00,-13.33,-3.50,-3.11",7,10,-31.4,-0.38399999999944284,27.62574899273438,8.83906377373309,30.8
m5_low25-35_close45-65_green,YES,flat,above0-50,slope_flat,70,35,53.94285714285714,7.0,0.7428571428571429,0.7706122448979592,-1.9428571428571424,-17.77777777777778,"9.22,-17.78,0.25,0.78",6,10,-43.4,-0.38399999999944284,27.62574899273438,8.83906377373309,30.8
m5_low25-35_close45-65_green,YES,flat,above0-50,slope_flat,75,35,53.94285714285714,7.0,0.6285714285714286,0.7192380952380952,-6.8,-23.333333333333332,"5.33,-23.33,-14.75,4.67",6,10,-55.0,-0.38399999999944284,27.62574899273438,8.83906377373309,30.8
m5_low25-35_close45-65_green,YES,flat,above0-50,slope_flat,80,35,53.94285714285714,7.0,0.6285714285714286,0.6742857142857143,-3.657142857142857,-21.11111111111111,"9.22,-21.11,-12.25,8.56",7,10,-55.0,-0.38399999999944284,27.62574899273438,8.83906377373309,30.8
m5_low25-35_close45-65_green,YES,flat,above0-50,slope_flat,85,35,53.94285714285714,7.0,0.6,0.6346218487394958,-2.942857142857143,-18.88888888888889,"13.11,-18.89,-9.75,3.00",7,10,-55.0,-0.38399999999944284,27.62574899273438,8.83906377373309,30.8
m5_low25-35_close45-65_green,YES,flat,above50-150,slope_flat,65,26,53.84615384615385,6.0,0.8076923076923077,0.8284023668639053,-1.3461538461538465,-20.0,"-6.43,6.17,-20.00,13.29",6,9,-30.333333333333332,5.794615384615519,78.67885172818038,14.534183768175213,31.0
m5_low25-35_close45-65_green,YES,flat,above50-150,slope_flat,70,26,53.84615384615385,6.0,0.8076923076923077,0.7692307692307693,2.6923076923076925,-17.5,"-2.86,11.17,-17.50,18.29",6,9,-28.666666666666668,5.794615384615519,78.67885172818038,14.534183768175213,31.0
m5_low25-35_close45-65_green,YES,flat,above50-150,slope_flat,75,26,53.84615384615385,6.0,0.7692307692307693,0.717948717948718,3.8461538461538463,-15.0,"-10.00,16.17,-15.00,23.29",6,9,-51.0,5.794615384615519,78.67885172818038,14.534183768175213,31.0
m5_low25-35_close45-65_green,YES,flat,above50-150,slope_flat,80,26,53.84615384615385,6.0,0.7692307692307693,0.6730769230769231,7.6923076923076925,-12.5,"-7.14,21.17,-12.50,28.29",6,9,-51.0,5.794615384615519,78.67885172818038,14.534183768175213,31.0
m5_low25-35_close45-65_green,YES,flat,above50-150,slope_flat,85,26,53.84615384615385,6.0,0.7692307692307693,0.6334841628959276,11.538461538461538,-9.999999999999998,"-4.29,26.17,-10.00,33.29",7,9,-51.0,5.794615384615519,78.67885172818038,14.534183768175213,31.0
m5_low25-35_close45-65_green,YES,flat,above50-150,slope_with25-75,65,25,54.36,7.0,0.64,0.8363076923076923,-12.76,-35.333333333333336,"1.86,2.33,-35.33,-22.33",4,9,-54.0,1.2488000000015018,106.33580511426844,36.95167789281666,31.76
m5_low25-35_close45-65_green,YES,flat,above50-150,slope_with25-75,70,25,54.36,7.0,0.6,0.7765714285714286,-12.36,-33.666666666666664,"6.14,-5.17,-33.67,-19.83",4,9,-54.0,1.2488000000015018,106.33580511426844,36.95167789281666,31.76
m5_low25-35_close45-65_green,YES,flat,above50-150,slope_with25-75,75,25,54.36,7.0,0.56,0.7248,-12.36,-44.5,"10.43,-1.83,-44.50,-17.33",4,9,-54.0,1.2488000000015018,106.33580511426844,36.95167789281666,31.76
m5_low25-35_close45-65_green,YES,flat,above50-150,slope_with25-75,80,25,54.36,7.0,0.52,0.6795,-12.76,-43.666666666666664,"14.71,-11.83,-43.67,-14.83",4,9,-54.0,1.2488000000015018,106.33580511426844,36.95167789281666,31.76
m5_low25-35_close45-65_green,YES,flat,above50-150,slope_with25-75,85,25,54.36,7.0,0.48,0.6395294117647059,-13.56,-57.0,"19.00,-9.33,-57.00,-12.33",4,9,-54.0,1.2488000000015018,106.33580511426844,36.95167789281666,31.76
m5_low25-35_close45-65_green,YES,flat,above>150,slope_with>75,65,22,53.18181818181818,6.0,0.8181818181818182,0.8181818181818181,-3.2297397080004555e-16,-14.0,"0.67,-14.00,10.80,2.00",6,9,-46.0,-2.5954545454554716,496.79664961131226,146.6629369304299,31.136363636363637
m5_low25-35_close45-65_green,YES,flat,above>150,slope_with>75,70,22,53.18181818181818,6.0,0.7727272727272727,0.7597402597402597,0.9090909090909091,-11.0,"4.83,-11.00,1.80,6.17",6,9,-46.0,-2.5954545454554716,496.79664961131226,146.6629369304299,31.136363636363637
m5_low25-35_close45-65_green,YES,flat,above>150,slope_with>75,75,22,53.18181818181818,6.0,0.6818181818181818,0.7090909090909091,-2.0454545454545454,-9.2,"9.00,-8.00,-9.20,-2.17",4,9,-55.00000000000001,-2.5954545454554716,496.79664961131226,146.6629369304299,31.136363636363637
m5_low25-35_close45-65_green,YES,flat,above>150,slope_with>75,80,22,53.18181818181818,6.0,0.5909090909090909,0.6647727272727273,-5.909090909090909,-12.166666666666666,"-0.17,-5.00,-6.20,-12.17",4,9,-55.00000000000001,-2.5954545454554716,496.79664961131226,146.6629369304299,31.136363636363637
m5_low25-35_close45-65_green,YES,flat,above>150,slope_with>75,85,22,53.18181818181818,6.0,0.5909090909090909,0.6256684491978609,-2.9545454545454546,-9.666666666666666,"3.17,-2.00,-3.20,-9.67",4,9,-55.00000000000001,-2.5954545454554716,496.79664961131226,146.6629369304299,31.136363636363637
m5_low25-35_close50-70_green,NO,flat,below>150,slope_against>75,65,20,59.05,7.0,0.9,0.9084615384615384,-0.5500000000000025,-17.200000000000006,"4.40,-17.20,4.40,6.20",6,9,-14.000000000000007,1.422000000000844,-351.7737559690151,-114.25581922573838,30.35
m5_low25-35_close50-70_green,NO,flat,below>150,slope_against>75,70,20,59.05,7.0,0.85,0.8435714285714285,0.4499999999999972,-14.200000000000006,"9.40,-14.20,-4.60,11.20",6,9,-14.999999999999995,1.422000000000844,-351.7737559690151,-114.25581922573838,30.35
m5_low25-35_close50-70_green,NO,flat,below>150,slope_against>75,75,20,59.05,7.0,0.7,0.7873333333333333,-6.5500000000000025,-15.6,"-0.60,-11.20,-15.60,1.20",5,9,-36.666666666666664,1.422000000000844,-351.7737559690151,-114.25581922573838,30.35
m5_low25-35_close50-70_green,NO,flat,below>150,slope_against>75,80,20,59.05,7.0,0.6,0.7381249999999999,-11.05,-26.800000000000004,"3.40,-8.20,-12.60,-26.80",3,9,-58.00000000000001,1.422000000000844,-351.7737559690151,-114.25581922573838,30.35
m5_low25-35_close50-70_green,NO,flat,below>150,slope_against>75,85,20,59.05,7.0,0.6,0.6947058823529412,-8.050000000000002,-24.800000000000004,"7.40,-5.20,-9.60,-24.80",3,9,-58.00000000000001,1.422000000000844,-351.7737559690151,-114.25581922573838,30.35
m5_low25-35_close50-70_green,NO,flat,below>150,slope_against25-75,65,23,58.34782608695652,7.0,0.9130434782608695,0.8976588628762542,0.9999999999999976,-5.500000000000001,"-5.50,10.00,-4.40,3.00",7,10,-32.5,0.2582608695643696,-212.40195942050732,-50.95831943774607,30.869565217391305
m5_low25-35_close50-70_green,NO,flat,below>150,slope_against25-75,70,23,58.34782608695652,7.0,0.782608695652174,0.8335403726708075,-3.5652173913043503,-14.4,"-1.33,3.33,-14.40,-3.67",6,10,-31.0,0.2582608695643696,-212.40195942050732,-50.95831943774607,30.869565217391305
m5_low25-35_close50-70_green,NO,flat,below>150,slope_against25-75,75,23,58.34782608695652,7.0,0.6521739130434783,0.7779710144927536,-9.434782608695652,-26.4,"2.83,-5.00,-26.40,-12.00",6,10,-66.0,0.2582608695643696,-212.40195942050732,-50.95831943774607,30.869565217391305
m5_low25-35_close50-70_green,NO,flat,below>150,slope_against25-75,80,23,58.34782608695652,7.0,0.6521739130434783,0.7293478260869566,-6.1739130434782625,-24.4,"7.00,-1.67,-24.40,-8.67",6,10,-66.0,0.2582608695643696,-212.40195942050732,-50.95831943774607,30.869565217391305
m5_low25-35_close50-70_green,NO,flat,below>150,slope_against25-75,85,23,58.34782608695652,7.0,0.6086956521739131,0.6864450127877239,-6.608695652173914,-22.4,"11.17,1.67,-22.40,-19.50",5,10,-66.0,0.2582608695643696,-212.40195942050732,-50.95831943774607,30.869565217391305
m5_low25-35_close50-70_green,NO,flat,below50-150,slope_against25-75,65,26,57.53846153846154,7.0,1.0,0.885207100591716,7.461538461538459,6.666666666666662,"7.14,6.67,9.00,7.14",10,10,4.199999999999996,0.9011538461535775,-107.89636159590988,-38.377584919009955,30.26923076923077
m5_low25-35_close50-70_green,NO,flat,below50-150,slope_against25-75,70,26,57.53846153846154,7.0,0.8846153846153846,0.821978021978022,4.384615384615382,-7.857142857142857,"-7.86,11.67,14.00,2.14",8,10,-33.0,0.9011538461535775,-107.89636159590988,-38.377584919009955,30.26923076923077
m5_low25-35_close50-70_green,NO,flat,below50-150,slope_against25-75,75,26,57.53846153846154,7.0,0.8076923076923077,0.7671794871794873,3.038461538461535,-15.0,"-15.00,16.67,6.50,6.43",7,10,-31.333333333333332,0.9011538461535775,-107.89636159590988,-38.377584919009955,30.26923076923077
m5_low25-35_close50-70_green,NO,flat,below50-150,slope_against25-75,80,26,57.53846153846154,7.0,0.8076923076923077,0.7192307692307692,7.076923076923075,-12.142857142857142,"-12.14,21.67,10.67,10.71",8,10,-29.666666666666668,0.9011538461535775,-107.89636159590988,-38.377584919009955,30.26923076923077
m5_low25-35_close50-70_green,NO,flat,below50-150,slope_against25-75,85,26,57.53846153846154,7.0,0.8076923076923077,0.676923076923077,11.115384615384613,-9.285714285714286,"-9.29,26.67,14.83,15.00",8,10,-28.0,0.9011538461535775,-107.89636159590988,-38.377584919009955,30.26923076923077
m5_low25-35_close50-70_green,NO,flat,below50-150,slope_flat,65,28,56.785714285714285,7.0,0.8214285714285714,0.8736263736263736,-3.3928571428571432,-16.285714285714285,"0.14,-2.00,4.57,-16.29",6,9,-51.0,0.9674999999993555,-79.24601235559307,-17.216247946839367,31.107142857142858
