rule,side,btc_ret_bin,ema15_bin,target_c,trades,avg_entry_c,median_entry_minute,hit_rate,breakeven_hit_rate,avg_pnl_c,min_quartile_ev_c,quartile_ev_c,positive_weeks,weeks,min_week_ev_c,avg_signed_btc_ret_window,avg_signed_dist_ema21_15m,avg_signed_ema21_slope_15m,avg_early_low_c
m5_low20-30_close50-70_green,YES,flat,below>150,65,34,56.588235294117645,7.0,0.8529411764705882,0.8705882352941177,-1.1470588235294124,-4.777777777777779,"-4.44,7.50,-2.00,-4.78",4,9,-61.0,2.312941176470785,-306.7146486197682,-83.61285457550206,26.823529411764707
m5_low20-30_close50-70_green,YES,flat,below>150,70,34,56.588235294117645,7.0,0.8235294117647058,0.8084033613445378,1.0588235294117638,-6.375,"-0.56,12.50,-6.38,-0.89",4,9,-61.0,2.312941176470785,-306.7146486197682,-83.61285457550206,26.823529411764707
m5_low20-30_close50-70_green,YES,flat,below>150,75,34,56.588235294117645,7.0,0.7941176470588235,0.7545098039215686,2.9705882352941178,-2.625,"3.33,8.12,-2.62,3.00",5,9,-61.0,2.312941176470785,-306.7146486197682,-83.61285457550206,26.823529411764707
m5_low20-30_close50-70_green,YES,flat,below>150,80,34,56.588235294117645,7.0,0.6764705882352942,0.7073529411764705,-2.4705882352941178,-18.875,"-10.56,12.50,-18.88,6.89",2,9,-61.0,2.312941176470785,-306.7146486197682,-83.61285457550206,26.823529411764707
m5_low20-30_close50-70_green,YES,flat,below>150,85,34,56.588235294117645,7.0,0.6176470588235294,0.6657439446366782,-4.088235294117647,-17.222222222222225,"-17.22,16.88,-16.38,1.33",3,9,-61.0,2.312941176470785,-306.7146486197682,-83.61285457550206,26.823529411764707
m5_low20-30_close50-70_green,YES,flat,below50-150,65,43,56.116279069767444,7.0,0.9534883720930233,0.8633273703041145,5.8604651162790695,-5.099999999999999,"8.00,10.82,-5.10,8.73",8,10,-14.0,-1.1809302325579432,-93.34728558267823,-26.81642013252256,26.3953488372093
m5_low20-30_close50-70_green,YES,flat,below50-150,70,43,56.116279069767444,7.0,0.8837209302325582,0.8016611295681063,5.744186046511628,-8.099999999999998,"6.64,9.45,-8.10,13.73",7,10,-30.5,-1.1809302325579432,-93.34728558267823,-26.81642013252256,26.3953488372093
m5_low20-30_close50-70_green,YES,flat,below50-150,75,43,56.116279069767444,7.0,0.7674418604651163,0.7482170542635659,1.441860465116279,-12.099999999999998,"11.18,-6.45,-12.10,11.91",5,10,-28.0,-1.1809302325579432,-93.34728558267823,-26.81642013252256,26.3953488372093
m5_low20-30_close50-70_green,YES,flat,below50-150,80,43,56.116279069767444,7.0,0.7441860465116279,0.7014534883720931,3.4186046511627906,-9.099999999999998,"8.45,-3.27,-9.10,16.45",4,10,-25.5,-1.1809302325579432,-93.34728558267823,-26.81642013252256,26.3953488372093
m5_low20-30_close50-70_green,YES,flat,below50-150,85,43,56.116279069767444,7.0,0.7209302325581395,0.6601915184678523,5.162790697674419,-6.099999999999999,"12.55,-0.09,-6.10,13.27",6,10,-23.0,-1.1809302325579432,-93.34728558267823,-26.81642013252256,26.3953488372093
m5_low20-30_close50-70_green,YES,flat,below0-50,65,35,57.82857142857143,8.0,0.8857142857142857,0.8896703296703297,-0.25714285714285756,-6.88888888888889,"-6.89,-0.56,6.50,0.67",7,10,-55.00000000000001,-3.1482857142849494,-24.434329749259007,-3.057005432726458,25.97142857142857
m5_low20-30_close50-70_green,YES,flat,below0-50,70,35,57.82857142857143,8.0,0.8285714285714286,0.8261224489795919,0.171428571428571,-10.777777777777779,"-10.78,3.89,11.50,-2.67",5,10,-55.00000000000001,-3.1482857142849494,-24.434329749259007,-3.057005432726458,25.97142857142857
m5_low20-30_close50-70_green,YES,flat,below0-50,75,35,57.82857142857143,8.0,0.7428571428571429,0.7710476190476191,-2.1142857142857143,-24.11111111111111,"-24.11,8.33,7.12,1.22",5,10,-55.00000000000001,-3.1482857142849494,-24.434329749259007,-3.057005432726458,25.97142857142857
m5_low20-30_close50-70_green,YES,flat,below0-50,80,35,57.82857142857143,8.0,0.6857142857142857,0.7228571428571429,-2.971428571428572,-30.77777777777778,"-30.78,3.89,11.50,5.11",4,10,-55.00000000000001,-3.1482857142849494,-24.434329749259007,-3.057005432726458,25.97142857142857
m5_low20-30_close50-70_green,YES,flat,below0-50,85,35,57.82857142857143,8.0,0.6857142857142857,0.6803361344537815,0.45714285714285674,-29.11111111111111,"-29.11,7.78,15.88,9.00",4,10,-55.00000000000001,-3.1482857142849494,-24.434329749259007,-3.057005432726458,25.97142857142857
m5_low20-30_close50-70_green,YES,flat,above0-50,65,34,57.6764705882353,7.0,0.8823529411764706,0.8873303167420815,-0.32352941176470607,-7.500000000000001,"-1.11,-7.50,4.13,2.89",6,10,-25.0,0.4211764705886547,30.016005324772028,9.91317158602375,25.823529411764707
m5_low20-30_close50-70_green,YES,flat,above0-50,70,34,57.6764705882353,7.0,0.8529411764705882,0.8239495798319328,2.029411764705882,-12.5,"3.33,-12.50,9.12,7.33",6,10,-22.5,0.4211764705886547,30.016005324772028,9.91317158602375,25.823529411764707
m5_low20-30_close50-70_green,YES,flat,above0-50,75,34,57.6764705882353,7.0,0.8529411764705882,0.7690196078431373,6.294117647058823,-9.375,"7.78,-9.38,14.12,11.78",6,10,-20.0,0.4211764705886547,30.016005324772028,9.91317158602375,25.823529411764707
m5_low20-30_close50-70_green,YES,flat,above0-50,80,34,57.6764705882353,7.0,0.8235294117647058,0.7209558823529412,8.205882352941176,-6.250000000000001,"12.22,-6.25,9.12,16.22",6,10,-19.5,0.4211764705886547,30.016005324772028,9.91317158602375,25.823529411764707
m5_low20-30_close50-70_green,YES,flat,above0-50,85,34,57.6764705882353,7.0,0.7941176470588235,0.6785467128027682,9.823529411764707,-3.125000000000001,"16.67,-3.13,13.50,11.22",6,10,-17.0,0.4211764705886547,30.016005324772028,9.91317158602375,25.823529411764707
m5_low20-30_close50-70_green,YES,flat,above50-150,65,41,58.926829268292686,7.0,0.8048780487804879,0.9065666041275797,-6.609756097560975,-16.299999999999997,"-4.55,8.20,-16.30,-14.00",4,10,-25.249999999999996,3.4060975609756454,93.03573383976334,24.608844974124555,25.414634146341463
m5_low20-30_close50-70_green,YES,flat,above50-150,70,41,58.926829268292686,7.0,0.7804878048780488,0.8418118466898955,-4.2926829268292686,-17.5,"-0.45,13.20,-12.80,-17.50",4,10,-22.749999999999996,3.4060975609756454,93.03573383976334,24.608844974124555,25.414634146341463
m5_low20-30_close50-70_green,YES,flat,above50-150,75,41,58.926829268292686,7.0,0.7560975609756098,0.7856910569105692,-2.2195121951219514,-14.5,"-3.18,18.20,-9.30,-14.50",4,10,-32.0,3.4060975609756454,93.03573383976334,24.608844974124555,25.414634146341463
m5_low20-30_close50-70_green,YES,flat,above50-150,80,41,58.926829268292686,7.0,0.7560975609756098,0.7365853658536585,1.5609756097560976,-11.5,"0.45,23.20,-5.80,-11.50",4,10,-30.333333333333332,3.4060975609756454,93.03573383976334,24.608844974124555,25.414634146341463
m5_low20-30_close50-70_green,YES,flat,above50-150,85,41,58.926829268292686,7.0,0.7073170731707317,0.6932568149210904,1.1951219512195121,-8.5,"-3.64,19.70,-2.30,-8.50",4,10,-62.0,3.4060975609756454,93.03573383976334,24.608844974124555,25.414634146341463
m5_low20-30_close50-70_green,YES,flat,above>150,65,33,58.121212121212125,7.0,0.8181818181818182,0.8941724941724942,-4.93939393939394,-18.5,"-4.89,-1.38,-18.50,5.00",5,10,-51.0,0.6400000000005204,288.3041418888908,82.3321303591548,25.545454545454547
m5_low20-30_close50-70_green,YES,flat,above>150,70,33,58.121212121212125,7.0,0.7878787878787878,0.8303030303030303,-2.9696969696969706,-24.125,"-1.00,3.00,-24.12,10.00",5,10,-51.0,0.6400000000005204,288.3041418888908,82.3321303591548,25.545454545454547
m5_low20-30_close50-70_green,YES,flat,above>150,75,33,58.121212121212125,7.0,0.7272727272727273,0.7749494949494949,-3.5757575757575766,-21.625,"2.89,-2.00,-21.62,5.62",7,10,-55.00000000000001,0.6400000000005204,288.3041418888908,82.3321303591548,25.545454545454547
m5_low20-30_close50-70_green,YES,flat,above>150,80,33,58.121212121212125,7.0,0.6363636363636364,0.7265151515151516,-7.212121212121212,-29.125,"-2.11,-8.25,-29.12,10.00",4,10,-55.00000000000001,0.6400000000005204,288.3041418888908,82.3321303591548,25.545454545454547
m5_low20-30_close50-70_green,YES,flat,above>150,85,33,58.121212121212125,7.0,0.6363636363636364,0.6837789661319074,-4.030303030303031,-27.25,"1.22,-5.13,-27.25,14.38",4,10,-55.00000000000001,0.6400000000005204,288.3041418888908,82.3321303591548,25.545454545454547
m5_low20-30_close50-70_green,YES,with20-50,above>150,65,26,60.42307692307692,6.0,0.8846153846153846,0.929585798816568,-2.923076923076924,-15.714285714285717,"-15.71,3.33,3.83,-1.29",4,10,-25.500000000000004,33.97884615384548,323.4415338974689,75.73277002774753,26.26923076923077
m5_low20-30_close50-70_green,YES,with20-50,above>150,70,26,60.42307692307692,6.0,0.7692307692307693,0.8631868131868131,-6.576923076923077,-27.0,"-12.14,8.33,8.83,-27.00",6,10,-65.0,33.97884615384548,323.4415338974689,75.73277002774753,26.26923076923077
m5_low20-30_close50-70_green,YES,with20-50,above>150,75,26,60.42307692307692,6.0,0.7692307692307693,0.8056410256410256,-2.7307692307692313,-24.857142857142858,"-8.57,13.33,13.83,-24.86",6,10,-65.0,33.97884615384548,323.4415338974689,75.73277002774753,26.26923076923077
m5_low20-30_close50-70_green,YES,with20-50,above>150,80,26,60.42307692307692,6.0,0.7307692307692307,0.7552884615384615,-1.9615384615384621,-22.714285714285715,"-16.43,18.33,18.83,-22.71",6,10,-65.0,33.97884615384548,323.4415338974689,75.73277002774753,26.26923076923077
m5_low20-30_close50-70_green,YES,with20-50,above>150,85,26,60.42307692307692,6.0,0.7307692307692307,0.7108597285067872,1.6923076923076914,-20.571428571428573,"-13.57,23.33,23.83,-20.57",6,10,-65.0,33.97884615384548,323.4415338974689,75.73277002774753,26.26923076923077
m5_low25-35_close35-55_green,NO,flat,below>150,65,30,45.06666666666667,6.0,0.6333333333333333,0.6933333333333334,-3.9,-18.75,"-6.50,0.43,11.71,-18.75",4,9,-44.99999999999999,-5.519666666666065,-279.09329124276167,-72.09728073468189,30.466666666666665
m5_low25-35_close35-55_green,NO,flat,below>150,70,30,45.06666666666667,6.0,0.6,0.6438095238095238,-3.066666666666667,-16.875,"-3.38,4.00,6.00,-16.88",4,9,-44.99999999999999,-5.519666666666065,-279.09329124276167,-72.09728073468189,30.466666666666665
m5_low25-35_close35-55_green,NO,flat,below>150,75,30,45.06666666666667,6.0,0.5,0.6008888888888889,-7.566666666666666,-24.375,"-0.25,-3.14,-1.14,-24.38",4,9,-50.0,-5.519666666666065,-279.09329124276167,-72.09728073468189,30.466666666666665
m5_low25-35_close35-55_green,NO,flat,below>150,80,30,45.06666666666667,6.0,0.4666666666666667,0.5633333333333334,-7.733333333333333,-23.125,"2.88,-11.71,1.71,-23.12",4,9,-50.0,-5.519666666666065,-279.09329124276167,-72.09728073468189,30.466666666666665
m5_low25-35_close35-55_green,NO,flat,below>150,85,30,45.06666666666667,6.0,0.43333333333333335,0.5301960784313726,-8.233333333333333,-32.5,"6.00,-9.57,4.57,-32.50",4,9,-50.0,-5.519666666666065,-279.09329124276167,-72.09728073468189,30.466666666666665
m5_low25-35_close35-55_green,NO,flat,below50-150,65,56,45.142857142857146,6.0,0.6607142857142857,0.6945054945054946,-2.1964285714285716,-15.714285714285714,"-4.79,5.64,6.07,-15.71",7,10,-20.545454545454547,-2.4462499999999636,-91.32255444129896,-26.145991770063898,30.017857142857142
m5_low25-35_close35-55_green,NO,flat,below50-150,70,56,45.142857142857146,6.0,0.625,0.6448979591836735,-1.3928571428571435,-18.571428571428573,"-6.57,9.57,10.00,-18.57",6,10,-23.166666666666668,-2.4462499999999636,-91.32255444129896,-26.145991770063898,30.017857142857142
m5_low25-35_close35-55_green,NO,flat,below50-150,75,56,45.142857142857146,6.0,0.5892857142857143,0.6019047619047619,-0.9464285714285717,-16.785714285714285,"-9.07,13.50,8.57,-16.79",5,10,-34.0,-2.4462499999999636,-91.32255444129896,-26.145991770063898,30.017857142857142
m5_low25-35_close35-55_green,NO,flat,below50-150,80,56,45.142857142857146,6.0,0.5714285714285714,0.5642857142857143,0.5714285714285712,-15.0,"-6.57,17.43,6.43,-15.00",4,10,-33.166666666666664,-2.4462499999999636,-91.32255444129896,-26.145991770063898,30.017857142857142
m5_low25-35_close35-55_green,NO,flat,below50-150,85,56,45.142857142857146,6.0,0.5357142857142857,0.5310924369747899,0.39285714285714285,-13.214285714285714,"-10.14,15.29,9.64,-13.21",3,10,-32.333333333333336,-2.4462499999999636,-91.32255444129896,-26.145991770063898,30.017857142857142
m5_low25-35_close35-55_green,NO,flat,below0-50,65,45,43.266666666666666,6.0,0.4888888888888889,0.6656410256410257,-11.488888888888889,-20.90909090909091,"-14.33,0.09,-10.55,-20.91",3,8,-37.666666666666664,-3.568888888889503,-23.03452036292551,-5.793166462345431,30.066666666666666
m5_low25-35_close35-55_green,NO,flat,below0-50,70,45,43.266666666666666,6.0,0.4222222222222222,0.618095238095238,-13.71111111111111,-20.545454545454547,"-12.25,-3.09,-20.55,-19.09",3,8,-37.666666666666664,-3.568888888889503,-23.03452036292551,-5.793166462345431,30.066666666666666
m5_low25-35_close35-55_green,NO,flat,below0-50,75,45,43.266666666666666,6.0,0.37777777777777777,0.5768888888888889,-14.933333333333334,-25.545454545454547,"-10.17,-7.18,-25.55,-17.27",3,8,-37.666666666666664,-3.568888888889503,-23.03452036292551,-5.793166462345431,30.066666666666666
m5_low25-35_close35-55_green,NO,flat,below0-50,80,45,43.266666666666666,6.0,0.3333333333333333,0.5408333333333333,-16.6,-31.454545454545453,"-8.08,-12.18,-31.45,-15.45",2,8,-37.666666666666664,-3.568888888889503,-23.03452036292551,-5.793166462345431,30.066666666666666
m5_low25-35_close35-55_green,NO,flat,below0-50,85,45,43.266666666666666,6.0,0.3111111111111111,0.5090196078431373,-16.822222222222223,-38.27272727272727,"-6.00,-10.36,-38.27,-13.64",2,8,-37.666666666666664,-3.568888888889503,-23.03452036292551,-5.793166462345431,30.066666666666666
m5_low25-35_close35-55_green,NO,flat,above0-50,65,46,44.32608695652174,6.0,0.5869565217391305,0.6819397993311037,-6.173913043478261,-10.727272727272727,"-2.92,-2.00,-10.73,-9.08",5,10,-31.25,-1.591956521738409,24.87939065855687,6.783676351465819,30.369565217391305
m5_low25-35_close35-55_green,NO,flat,above0-50,70,46,44.32608695652174,6.0,0.5434782608695652,0.6332298136645963,-6.282608695652174,-14.363636363636363,"0.42,-5.18,-14.36,-6.58",4,10,-30.0,-1.591956521738409,24.87939065855687,6.783676351465819,30.369565217391305
m5_low25-35_close35-55_green,NO,flat,above0-50,75,46,44.32608695652174,6.0,0.5,0.5910144927536233,-6.826086956521739,-18.90909090909091,"3.75,-9.27,-18.91,-4.08",3,10,-29.2,-1.591956521738409,24.87939065855687,6.783676351465819,30.369565217391305
m5_low25-35_close35-55_green,NO,flat,above0-50,80,46,44.32608695652174,6.0,0.4782608695652174,0.5540760869565218,-6.065217391304348,-17.09090909090909,"0.42,-7.00,-17.09,-1.58",3,10,-28.2,-1.591956521738409,24.87939065855687,6.783676351465819,30.369565217391305
m5_low25-35_close35-55_green,NO,flat,above0-50,85,46,44.32608695652174,6.0,0.4782608695652174,0.5214833759590793,-3.6739130434782608,-15.272727272727273,"3.33,-4.73,-15.27,0.92",5,10,-27.2,-1.591956521738409,24.87939065855687,6.783676351465819,30.369565217391305
m5_low25-35_close35-55_green,NO,flat,above50-150,65,29,45.55172413793103,6.0,0.6206896551724138,0.7007957559681697,-5.206896551724138,-16.142857142857142,"2.25,-8.29,0.29,-16.14",4,10,-53.0,-0.48758620689628074,87.66924293276378,22.200158376267265,29.620689655172413
m5_low25-35_close35-55_green,NO,flat,above50-150,70,29,45.55172413793103,6.0,0.5862068965517241,0.6507389162561577,-4.517241379310345,-14.0,"-2.75,-5.43,3.86,-14.00",5,10,-53.0,-0.48758620689628074,87.66924293276378,22.200158376267265,29.620689655172413
m5_low25-35_close35-55_green,NO,flat,above50-150,75,29,45.55172413793103,6.0,0.5862068965517241,0.6073563218390804,-1.5862068965517242,-11.857142857142858,"0.38,-2.57,7.43,-11.86",5,10,-53.0,-0.48758620689628074,87.66924293276378,22.200158376267265,29.620689655172413
m5_low25-35_close35-55_green,NO,flat,above50-150,80,29,45.55172413793103,6.0,0.4827586206896552,0.569396551724138,-6.931034482758621,-22.571428571428573,"-6.50,-22.57,11.00,-9.71",4,10,-53.0,-0.48758620689628074,87.66924293276378,22.200158376267265,29.620689655172413
m5_low25-35_close35-55_green,NO,flat,above50-150,85,29,45.55172413793103,6.0,0.4482758620689655,0.5359026369168357,-7.448275862068965,-21.142857142857142,"-4.00,-21.14,2.43,-7.57",3,10,-53.0,-0.48758620689628074,87.66924293276378,22.200158376267265,29.620689655172413
m5_low25-35_close35-55_green,NO,flat,above>150,65,37,45.5945945945946,6.0,0.6756756756756757,0.7014553014553014,-1.6756756756756757,-14.6,"-14.60,-3.67,5.11,7.89",7,10,-47.333333333333336,-1.1905405405408158,336.4153121361038,101.17070750624447,29.54054054054054
m5_low25-35_close35-55_green,NO,flat,above>150,70,37,45.5945945945946,6.0,0.6756756756756757,0.6513513513513514,1.7027027027027029,-12.1,"-12.10,-0.33,9.00,11.78",8,10,-47.333333333333336,-1.1905405405408158,336.4153121361038,101.17070750624447,29.54054054054054
m5_low25-35_close35-55_green,NO,flat,above>150,75,37,45.5945945945946,6.0,0.6216216216216216,0.6079279279279279,1.0270270270270276,-9.6,"-9.60,3.00,4.56,7.33",8,10,-47.333333333333336,-1.1905405405408158,336.4153121361038,101.17070750624447,29.54054054054054
m5_low25-35_close35-55_green,NO,flat,above>150,80,37,45.5945945945946,6.0,0.5945945945945946,0.5699324324324324,1.972972972972973,-15.1,"-15.10,6.33,7.89,10.67",8,10,-47.333333333333336,-1.1905405405408158,336.4153121361038,101.17070750624447,29.54054054054054
m5_low25-35_close35-55_green,NO,flat,above>150,85,37,45.5945945945946,6.0,0.5675675675675675,0.5364069952305247,2.6486486486486487,-13.1,"-13.10,9.67,1.78,14.00",7,10,-52.0,-1.1905405405408158,336.4153121361038,101.17070750624447,29.54054054054054
m5_low25-35_close35-55_green,YES,flat,below>150,65,36,45.25,6.0,0.6388888888888888,0.6961538461538461,-3.7222222222222223,-14.777777777777779,"-8.67,-14.78,3.11,5.44",4,8,-15.444444444444445,-1.7341666666660684,-295.25514852929905,-84.59673360764727,30.11111111111111
m5_low25-35_close35-55_green,YES,flat,below>150,70,36,45.25,6.0,0.6111111111111112,0.6464285714285715,-2.4722222222222223,-12.555555555555555,"-5.89,-12.56,-0.78,9.33",4,8,-25.0,-1.7341666666660684,-295.25514852929905,-84.59673360764727,30.11111111111111
m5_low25-35_close35-55_green,YES,flat,below>150,75,36,45.25,6.0,0.6111111111111112,0.6033333333333334,0.5833333333333334,-10.333333333333334,"-3.11,-10.33,2.56,13.22",5,8,-23.75,-1.7341666666660684,-295.25514852929905,-84.59673360764727,30.11111111111111
m5_low25-35_close35-55_green,YES,flat,below>150,80,36,45.25,6.0,0.5833333333333334,0.565625,1.4166666666666667,-9.222222222222221,"-9.22,-8.11,5.89,17.11",5,8,-22.5,-1.7341666666660684,-295.25514852929905,-84.59673360764727,30.11111111111111
m5_low25-35_close35-55_green,YES,flat,below>150,85,36,45.25,6.0,0.5277777777777778,0.5323529411764706,-0.3888888888888889,-16.444444444444443,"-16.44,-5.89,-0.22,21.00",4,8,-21.25,-1.7341666666660684,-295.25514852929905,-84.59673360764727,30.11111111111111
m5_low25-35_close35-55_green,YES,flat,below50-150,65,40,45.075,6.0,0.7,0.6934615384615385,0.425,-2.6,"-1.20,7.20,-1.70,-2.60",7,10,-39.0,-2.285999999999331,-94.71672737216359,-27.55348176019197,30.25
m5_low25-35_close35-55_green,YES,flat,below50-150,70,40,45.075,6.0,0.7,0.6439285714285715,3.925,0.4,"2.30,11.20,1.80,0.40",7,10,-39.0,-2.285999999999331,-94.71672737216359,-27.55348176019197,30.25
m5_low25-35_close35-55_green,YES,flat,below50-150,75,40,45.075,6.0,0.55,0.6010000000000001,-3.825,-7.3,"-1.70,-7.30,-2.20,-4.10",5,10,-39.0,-2.285999999999331,-94.71672737216359,-27.55348176019197,30.25
m5_low25-35_close35-55_green,YES,flat,below50-150,80,40,45.075,6.0,0.45,0.5634375,-9.075,-17.6,"-14.70,-4.80,0.80,-17.60",2,10,-39.0,-2.285999999999331,-94.71672737216359,-27.55348176019197,30.25
m5_low25-35_close35-55_green,YES,flat,below50-150,85,40,45.075,6.0,0.425,0.5302941176470588,-8.95,-16.1,"-12.70,-2.30,-4.70,-16.10",2,10,-39.0,-2.285999999999331,-94.71672737216359,-27.55348176019197,30.25
m5_low25-35_close35-55_green,YES,flat,below0-50,65,41,44.048780487804876,6.0,0.5365853658536586,0.6776735459662289,-9.170731707317072,-12.3,"-8.36,-12.30,-11.00,-5.10",3,9,-42.5,-3.5117073170727164,-23.36186496941206,-3.9517002317130925,30.51219512195122
m5_low25-35_close35-55_green,YES,flat,below0-50,70,41,44.048780487804876,6.0,0.4634146341463415,0.6292682926829268,-11.609756097560975,-16.8,"-12.00,-16.80,-15.50,-2.10",2,9,-42.5,-3.5117073170727164,-23.36186496941206,-3.9517002317130925,30.51219512195122
m5_low25-35_close35-55_green,YES,flat,below0-50,75,41,44.048780487804876,6.0,0.43902439024390244,0.5873170731707317,-11.121951219512194,-16.545454545454547,"-16.55,-14.80,-13.50,0.90",2,9,-42.5,-3.5117073170727164,-23.36186496941206,-3.9517002317130925,30.51219512195122
m5_low25-35_close35-55_green,YES,flat,below0-50,80,41,44.048780487804876,6.0,0.3902439024390244,0.5506097560975609,-12.829268292682928,-22.0,"-22.00,-20.80,-11.50,3.90",1,9,-48.0,-3.5117073170727164,-23.36186496941206,-3.9517002317130925,30.51219512195122
m5_low25-35_close35-55_green,YES,flat,below0-50,85,41,44.048780487804876,6.0,0.3902439024390244,0.5182209469153515,-10.878048780487806,-20.636363636363637,"-20.64,-19.30,-9.50,6.90",2,9,-48.0,-3.5117073170727164,-23.36186496941206,-3.9517002317130925,30.51219512195122
m5_low25-35_close35-55_green,YES,flat,above0-50,65,33,45.121212121212125,6.0,0.6363636363636364,0.6941724941724943,-3.757575757575758,-13.75,"19.33,-11.88,-11.62,-13.75",7,10,-22.5,-4.029090909091103,25.28133964902901,9.899360393520372,29.848484848484848
m5_low25-35_close35-55_green,YES,flat,above0-50,70,33,45.121212121212125,6.0,0.6060606060606061,0.6445887445887446,-2.696969696969697,-11.25,"16.56,-9.38,-9.12,-11.25",7,10,-20.625,-4.029090909091103,25.28133964902901,9.899360393520372,29.848484848484848
m5_low25-35_close35-55_green,YES,flat,above0-50,75,33,45.121212121212125,6.0,0.5151515151515151,0.6016161616161617,-6.484848484848484,-16.25,"12.67,-16.25,-16.00,-8.75",5,10,-28.125,-4.029090909091103,25.28133964902901,9.899360393520372,29.848484848484848
m5_low25-35_close35-55_green,YES,flat,above0-50,80,33,45.121212121212125,6.0,0.5151515151515151,0.5640151515151516,-3.909090909090909,-14.375,"16.56,-14.38,-14.12,-6.25",5,10,-26.875,-4.029090909091103,25.28133964902901,9.899360393520372,29.848484848484848
m5_low25-35_close35-55_green,YES,flat,above0-50,85,33,45.121212121212125,6.0,0.48484848484848486,0.5308377896613191,-3.909090909090909,-14.375,"20.44,-12.50,-12.25,-14.38",4,10,-25.625,-4.029090909091103,25.28133964902901,9.899360393520372,29.848484848484848
m5_low25-35_close35-55_green,YES,flat,above50-150,65,41,46.26829268292683,6.0,0.5853658536585366,0.7118198874296435,-8.21951219512195,-26.4,"-5.45,4.80,-26.40,-6.10",3,10,-45.333333333333336,0.16585365853665635,87.78387518501705,25.466119271599958,31.0
m5_low25-35_close35-55_green,YES,flat,above50-150,70,41,46.26829268292683,6.0,0.5609756097560976,0.6609756097560975,-7.0,-24.9,"-2.27,1.80,-24.90,-3.10",3,10,-45.333333333333336,0.16585365853665635,87.78387518501705,25.466119271599958,31.0
m5_low25-35_close35-55_green,YES,flat,above50-150,75,41,46.26829268292683,6.0,0.5121951219512195,0.616910569105691,-7.853658536585366,-30.9,"-5.91,5.30,-30.90,-0.10",4,10,-51.0,0.16585365853665635,87.78387518501705,25.466119271599958,31.0
m5_low25-35_close35-55_green,YES,flat,above50-150,80,41,46.26829268292683,6.0,0.4878048780487805,0.5783536585365854,-7.2439024390243905,-29.9,"-3.18,0.80,-29.90,2.90",4,10,-51.0,0.16585365853665635,87.78387518501705,25.466119271599958,31.0
m5_low25-35_close35-55_green,YES,flat,above50-150,85,41,46.26829268292683,6.0,0.4878048780487805,0.5443328550932568,-4.804878048780488,-28.9,"-0.45,3.80,-28.90,5.90",4,10,-51.0,0.16585365853665635,87.78387518501705,25.466119271599958,31.0
m5_low25-35_close35-55_green,YES,flat,above>150,65,34,47.3235294117647,6.0,0.5882352941176471,0.7280542986425339,-9.088235294117647,-13.555555555555555,"-13.56,-5.75,-5.38,-10.89",2,10,-51.0,0.6302941176466393,372.1783696271951,104.50114211130067,30.558823529411764
m5_low25-35_close35-55_green,YES,flat,above>150,70,34,47.3235294117647,6.0,0.5588235294117647,0.6760504201680672,-8.205882352941176,-15.88888888888889,"-10.78,-2.62,-2.25,-15.89",3,10,-51.0,0.6302941176466393,372.1783696271951,104.50114211130067,30.558823529411764
m5_low25-35_close35-55_green,YES,flat,above>150,75,34,47.3235294117647,6.0,0.5294117647058824,0.6309803921568627,-7.617647058823529,-13.666666666666666,"-8.00,0.50,-8.50,-13.67",3,10,-53.0,0.6302941176466393,372.1783696271951,104.50114211130067,30.558823529411764
m5_low25-35_close35-55_green,YES,flat,above>150,80,34,47.3235294117647,6.0,0.4411764705882353,0.5915441176470588,-12.029411764705882,-23.0,"-23.00,3.62,-16.00,-11.44",3,10,-53.0,0.6302941176466393,372.1783696271951,104.50114211130067,30.558823529411764
m5_low25-35_close35-55_green,YES,flat,above>150,85,34,47.3235294117647,6.0,0.4411764705882353,0.5567474048442906,-9.823529411764707,-21.333333333333332,"-21.33,6.75,-14.12,-9.22",4,10,-53.0,0.6302941176466393,372.1783696271951,104.50114211130067,30.558823529411764
m5_low25-35_close40-60_green,NO,flat,below>150,65,41,50.19512195121951,6.0,0.7804878048780488,0.7722326454033771,0.5365853658536562,-6.0000000000000036,"-1.82,6.60,3.60,-6.00",5,9,-24.666666666666668,-1.2151219512191502,-272.113472205928,-73.21876978796088,30.78048780487805
m5_low25-35_close40-60_green,NO,flat,below>150,70,41,50.19512195121951,6.0,0.7317073170731707,0.7170731707317073,1.0243902439024364,-2.5000000000000036,"1.82,4.10,0.60,-2.50",6,9,-23.0,-1.2151219512191502,-272.113472205928,-73.21876978796088,30.78048780487805
m5_low25-35_close40-60_green,NO,flat,below>150,75,41,50.19512195121951,6.0,0.6097560975609756,0.6692682926829269,-4.4634146341463445,-14.000000000000004,"5.45,0.60,-10.90,-14.00",4,9,-54.5,-1.2151219512191502,-272.113472205928,-73.21876978796088,30.78048780487805
m5_low25-35_close40-60_green,NO,flat,below>150,80,41,50.19512195121951,6.0,0.5365853658536586,0.6274390243902439,-7.268292682926832,-27.500000000000007,"9.09,-3.90,-8.40,-27.50",4,9,-54.5,-1.2151219512191502,-272.113472205928,-73.21876978796088,30.78048780487805
m5_low25-35_close40-60_green,NO,flat,below>150,85,41,50.19512195121951,6.0,0.5121951219512195,0.5905308464849355,-6.658536585365856,-34.50000000000001,"12.73,-0.90,-5.90,-34.50",4,9,-54.5,-1.2151219512191502,-272.113472205928,-73.21876978796088,30.78048780487805
