side_filter,entry_c,target_c,gross_win_c,loss_c,breakeven_hit_rate,trades,hit_rate,edge_vs_breakeven,avg_pnl_c,total_pnl_c,median_fill_minute,avg_spread_at_fill_c,median_spread_at_fill_c,min_quartile_ev_c,quartile_ev_c,quartile_hit_rate,positive_weeks,weeks,min_week_ev_c
BOTH,31,57,26,31,0.543859649122807,7869,0.4883720930232558,-0.05548755609955125,-3.1627906976744184,-24888,3.0,1.0250857796416315,1.0000000000000009,-3.5287239450940517,"-3.02,-2.78,-3.53,-3.33","0.491,0.495,0.482,0.486",0,10,-4.135531135531136
BOTH,31,58,27,31,0.5344827586206896,7869,0.48125555979158724,-0.05322719882910237,-3.08717753208794,-24293,3.0,1.0250857796416315,1.0000000000000009,-3.4300965937976615,"-2.83,-2.78,-3.31,-3.43","0.486,0.487,0.477,0.475",0,10,-4.111650485436893
BOTH,31,59,28,31,0.5254237288135594,7869,0.47744313127462196,-0.04798059753893741,-2.830855254797306,-22276,3.0,1.0250857796416315,1.0000000000000009,-3.224707676664972,"-2.49,-2.53,-3.07,-3.22","0.483,0.482,0.473,0.471",0,10,-4.006067961165049
BOTH,31,60,29,31,0.5166666666666667,7869,0.46905578853729823,-0.047610878129368484,-2.8566526877621046,-22479,3.0,1.0250857796416315,1.0000000000000009,-3.2724961870869342,"-2.55,-2.48,-3.12,-3.27","0.474,0.475,0.465,0.462",0,10,-3.9854368932038833
BOTH,31,61,30,31,0.5081967213114754,7869,0.4630829838607193,-0.04511373745075614,-2.751937984496124,-21655,3.0,1.0250857796416315,1.0000000000000009,-3.0894763599389936,"-2.61,-2.25,-3.09,-3.06","0.465,0.471,0.458,0.458",0,10,-3.8313106796116503
BOTH,31,62,31,31,0.5,7869,0.4559664506290507,-0.044033549370949276,-2.7300800609988563,-21483,3.0,1.0250857796416315,1.0000000000000009,-3.0732079308591764,"-2.65,-2.16,-3.04,-3.07","0.457,0.465,0.451,0.450",0,10,-3.8986568986568986
BOTH,31,63,32,31,0.49206349206349204,7869,0.4497394840513407,-0.04232400801215136,-2.666412504765536,-20982,3.0,1.0250857796416315,1.0000000000000009,-2.9750889679715304,"-2.61,-2.11,-2.98,-2.98","0.451,0.459,0.445,0.445",0,10,-3.8461538461538463
BOTH,31,64,33,31,0.484375,7869,0.44389376032532724,-0.040481239674672764,-2.590799339179057,-20387,3.0,1.0250857796416315,1.0000000000000009,-2.9206914082358924,"-2.51,-2.17,-2.92,-2.76","0.445,0.450,0.439,0.441",0,10,-3.884004884004884
BOTH,31,65,34,31,0.47692307692307695,7869,0.4367772270936587,-0.04014584982941827,-2.609480238912187,-20534,3.0,1.0250857796416315,1.0000000000000009,-2.9445856634468734,"-2.60,-2.18,-2.94,-2.71","0.437,0.443,0.432,0.435",0,10,-4.095238095238095
BOTH,31,66,35,31,0.4696969696969697,7869,0.4311856652687762,-0.038511304428193505,-2.54174609226077,-20001,3.0,1.0250857796416315,1.0000000000000009,-3.016268429079817,"-2.49,-2.14,-3.02,-2.51","0.432,0.437,0.424,0.432",0,10,-3.923076923076923
BOTH,31,67,36,31,0.4626865671641791,7869,0.42902528910916254,-0.033661278055016564,-2.2553056296861103,-17747,3.0,1.0250857796416315,1.0000000000000009,-2.6603965429588206,"-2.33,-1.84,-2.66,-2.18","0.428,0.435,0.423,0.430",0,10,-3.84004884004884
BOTH,31,68,37,31,0.45588235294117646,7869,0.42394205108654215,-0.03194030185463431,-2.171940526115135,-17091,3.0,1.0250857796416315,1.0000000000000009,-2.5139806812404677,"-2.32,-1.65,-2.51,-2.20","0.422,0.432,0.419,0.423",0,10,-4.264957264957265
BOTH,31,69,38,31,0.4492753623188406,7869,0.41644427500317704,-0.03283108731566353,-2.2653450247807854,-17826,3.0,1.0250857796416315,1.0000000000000009,-2.6563294356888663,"-2.39,-1.81,-2.66,-2.20","0.415,0.423,0.411,0.417",0,10,-4.124542124542124
BOTH,31,70,39,31,0.44285714285714284,7869,0.41047147032659803,-0.03238567253054481,-2.266997077138137,-17839,3.0,1.0250857796416315,1.0000000000000009,-2.7437722419928825,"-2.37,-1.75,-2.74,-2.21","0.409,0.418,0.404,0.411",0,10,-3.9914529914529915
BOTH,32,33,1,32,0.9696969696969697,8203,0.816774350847251,-0.1529226188497187,-5.046446422040717,-41396,3.0,1.0263440204803116,1.0000000000000009,-5.387615797172111,"-5.39,-4.84,-5.23,-4.73","0.806,0.823,0.811,0.826",0,10,-6.185798816568047
BOTH,32,34,2,32,0.9411764705882353,8203,0.8078751676216018,-0.13330130296663345,-4.532244300865537,-37178,3.0,1.0263440204803116,1.0000000000000009,-4.912725499756217,"-4.91,-4.27,-4.83,-4.12","0.797,0.816,0.799,0.820",0,10,-5.685207100591716
BOTH,32,35,3,32,0.9142857142857143,8203,0.7894672680726563,-0.12481844621305793,-4.368645617457028,-35836,3.0,1.0263440204803116,1.0000000000000009,-4.849829351535837,"-4.85,-4.18,-4.56,-3.88","0.776,0.795,0.784,0.804",0,10,-5.57396449704142
BOTH,32,36,4,32,0.8888888888888888,8203,0.7759356333048885,-0.11295325558400038,-4.066317201024016,-33356,3.0,1.0263440204803116,1.0000000000000009,-4.512920526572404,"-4.51,-3.90,-4.25,-3.60","0.764,0.781,0.771,0.789",0,10,-5.372781065088757
BOTH,32,37,5,32,0.8648648648648649,8203,0.7615506522004145,-0.1033142126644504,-3.822625868584664,-31357,3.0,1.0263440204803116,1.0000000000000009,-4.290589956118966,"-4.29,-3.57,-3.99,-3.44","0.749,0.768,0.757,0.772",0,10,-5.158579881656805
BOTH,32,38,6,32,0.8421052631578947,8203,0.746190418139705,-0.0959148450181897,-3.6447641106912103,-29898,3.0,1.0263440204803116,1.0000000000000009,-4.097513408093613,"-4.10,-3.43,-3.81,-3.25","0.734,0.752,0.742,0.757",0,10,-4.927810650887574
BOTH,32,39,7,32,0.8205128205128205,8203,0.7282701450688772,-0.09224267544394327,-3.5974643423137875,-29510,3.0,1.0263440204803116,1.0000000000000009,-3.895660653339834,"-3.90,-3.29,-3.75,-3.46","0.721,0.736,0.724,0.732",0,10,-4.815384615384615
BOTH,32,40,8,32,0.8,8203,0.71242228453005,-0.08757771546995008,-3.503108618798001,-28736,3.0,1.0263440204803116,1.0000000000000009,-3.7463414634146344,"-3.70,-3.33,-3.75,-3.23","0.707,0.717,0.706,0.719",0,10,-4.6390532544378695
BOTH,32,41,9,32,0.7804878048780488,8203,0.6984030232841644,-0.08208478159388444,-3.3654760453492623,-27607,3.0,1.0263440204803116,1.0000000000000009,-3.58,"-3.53,-3.25,-3.58,-3.09","0.694,0.701,0.693,0.705",0,10,-4.585798816568047
BOTH,32,42,10,32,0.7619047619047619,8203,0.6840180421796903,-0.07788671972507155,-3.271242228453005,-26834,3.0,1.0263440204803116,1.0000000000000009,-3.4334470989761092,"-3.43,-2.98,-3.40,-3.27","0.680,0.691,0.681,0.684",0,10,-4.414201183431953
BOTH,32,43,11,32,0.7441860465116279,8203,0.6712178471290992,-0.07296819938252874,-3.1376325734487382,-25738,3.0,1.0263440204803116,1.0000000000000009,-3.2774256460263285,"-3.28,-2.90,-3.16,-3.21","0.668,0.677,0.671,0.669",0,10,-4.0627218934911244
BOTH,32,44,12,32,0.7272727272727273,8203,0.6517127880043886,-0.0755599392683387,-3.3246373278069,-27272,3.0,1.0263440204803116,1.0000000000000009,-3.7250121891760117,"-3.73,-3.04,-3.20,-3.34","0.643,0.658,0.655,0.651",0,10,-4.246153846153846
BOTH,32,45,13,32,0.7111111111111111,8203,0.6391564061928563,-0.07195470491825484,-3.2379617213214678,-26561,3.0,1.0263440204803116,1.0000000000000009,-3.630911750365675,"-3.63,-3.04,-3.09,-3.19","0.630,0.644,0.642,0.640",0,10,-4.3076923076923075
BOTH,32,46,14,32,0.6956521739130435,8203,0.634645861270267,-0.06100631264277645,-2.806290381567719,-23020,3.0,1.0263440204803116,1.0000000000000009,-3.1350560702096537,"-3.14,-2.60,-2.78,-2.71","0.627,0.639,0.635,0.637",0,10,-3.910059171597633
