target,min_reclaim,max_entry,max_minute,exclude_hours,n,avg,win,avgwin,avgloss,pf,minq,q,poswk,weeks,minwk,acct,dd,avgsize
99,0,50,7,"(3, 12, 18)",19,24.18421052631579,0.7368421052631579,49.07142857142857,-45.5,3.0197802197802197,-9.1,"31.10,-9.10,48.50,26.75",7,10,-42.5,16492.5,-4486.5,41.21052631578947
95,7,55,7,"(18,)",16,24.125,0.8125,41.88461538461539,-52.833333333333336,3.4353312302839116,-4.75,"45.50,-4.75,42.25,13.50",7,8,-11.0,13477.0,-3712.5,36.625
95,7,55,7,"(12, 18)",16,24.125,0.8125,41.88461538461539,-52.833333333333336,3.4353312302839116,-4.75,"45.50,-4.75,42.25,13.50",7,8,-11.0,13477.0,-3712.5,36.625
95,8,55,7,"(18,)",16,24.125,0.8125,41.88461538461539,-52.833333333333336,3.4353312302839116,-4.75,"45.50,-4.75,42.25,13.50",7,8,-11.0,13477.0,-3712.5,36.625
95,8,55,7,"(12, 18)",16,24.125,0.8125,41.88461538461539,-52.833333333333336,3.4353312302839116,-4.75,"45.50,-4.75,42.25,13.50",7,8,-11.0,13477.0,-3712.5,36.625
99,4,55,6,"(20,)",16,24.0,0.75,47.75,-47.25,3.0317460317460316,1.0,"25.50,22.00,1.00,47.50",7,10,-54.5,12363.5,-4414.0,36.1875
95,5,55,7,(),20,23.9,0.8,42.4375,-50.25,3.3781094527363185,4.9,"44.10,4.90,22.90,23.70",7,8,-21.5,18000.5,-4332.0,42.95
95,5,55,7,"(12,)",20,23.9,0.8,42.4375,-50.25,3.3781094527363185,4.9,"44.10,4.90,22.90,23.70",7,8,-21.5,18000.5,-4332.0,42.95
95,5,55,7,"(14,)",20,23.9,0.8,42.4375,-50.25,3.3781094527363185,4.9,"44.10,4.90,22.90,23.70",7,8,-21.5,18000.5,-4332.0,42.95
99,4,55,7,"(12, 18)",21,23.88095238095238,0.7619047619047619,46.5625,-48.7,3.059548254620123,7.3,"33.00,7.30,23.90,29.50",7,9,-42.5,18225.5,-3663.0,39.857142857142854
99,4,55,7,"(3,)",21,23.833333333333332,0.7619047619047619,47.25,-51.1,2.958904109589041,7.3,"33.00,7.30,27.10,26.10",7,10,-59.5,19814.0,-5615.5,40.95238095238095
95,0,50,8,"(3, 12, 14, 18, 20)",18,23.61111111111111,0.7777777777777778,45.07142857142857,-51.5,3.063106796116505,-13.7,"46.70,-13.70,19.75,45.25",7,8,-16.5,16995.0,-4916.5,39.77777777777778
90,4,50,7,"(3, 12)",16,23.5625,0.8125,39.88461538461539,-47.166666666666664,3.664310954063604,-4.75,"18.25,-4.75,40.00,40.75",6,8,-42.5,13580.5,-3366.0,35.5625
99,5,50,8,"(20,)",16,23.5625,0.75,48.416666666666664,-51.0,2.8480392156862746,-4.0,"49.50,-4.00,23.25,25.50",6,8,-42.5,13349.5,-2854.0,40.5625
95,4,50,7,"(12,)",17,23.5,0.7647058823529411,44.88461538461539,-46.0,3.171195652173913,-4.25,"27.90,-4.25,45.75,23.50",6,9,-42.5,13864.5,-3514.5,38.05882352941177
99,4,55,6,"(12, 18)",16,23.4375,0.75,46.583333333333336,-46.0,3.0380434782608696,-2.25,"25.50,-2.25,23.00,47.50",7,9,-42.5,11265.5,-3217.5,33.3125
95,10,55,7,"(3,)",15,23.366666666666667,0.8,42.416666666666664,-52.833333333333336,3.2113564668769716,-4.75,"45.50,-4.75,42.75,5.50",7,8,-59.5,11968.5,-3712.5,36.333333333333336
95,10,55,7,"(3, 12)",15,23.366666666666667,0.8,42.416666666666664,-52.833333333333336,3.2113564668769716,-4.75,"45.50,-4.75,42.75,5.50",7,8,-59.5,11968.5,-3712.5,36.333333333333336
95,4,55,7,"(3, 12, 18)",19,23.289473684210527,0.7894736842105263,42.9,-50.25,3.201492537313433,3.9,"27.90,3.90,21.90,43.50",7,9,-59.5,16189.5,-3514.5,36.89473684210526
99,6,55,7,"(18,)",17,23.264705882352942,0.7647058823529411,45.88461538461539,-50.25,2.9676616915422884,19.5,"29.70,21.50,19.50,20.75",7,8,-20.166666666666668,12694.0,-3811.5,38.94117647058823
99,6,55,7,"(12, 18)",17,23.264705882352942,0.7647058823529411,45.88461538461539,-50.25,2.9676616915422884,19.5,"29.70,21.50,19.50,20.75",7,8,-20.166666666666668,12694.0,-3811.5,38.94117647058823
95,6,55,7,"(3, 18)",15,23.233333333333334,0.8,42.25,-52.833333333333336,3.1987381703470033,-4.75,"45.50,-4.75,42.25,5.50",7,8,-59.5,11786.5,-3712.5,36.06666666666667
95,6,55,7,"(3, 12, 18)",15,23.233333333333334,0.8,42.25,-52.833333333333336,3.1987381703470033,-4.75,"45.50,-4.75,42.25,5.50",7,8,-59.5,11786.5,-3712.5,36.06666666666667
95,7,55,7,"(3, 18)",15,23.233333333333334,0.8,42.25,-52.833333333333336,3.1987381703470033,-4.75,"45.50,-4.75,42.25,5.50",7,8,-59.5,11786.5,-3712.5,36.06666666666667
95,7,55,7,"(3, 12, 18)",15,23.233333333333334,0.8,42.25,-52.833333333333336,3.1987381703470033,-4.75,"45.50,-4.75,42.25,5.50",7,8,-59.5,11786.5,-3712.5,36.06666666666667
95,8,55,7,"(3, 18)",15,23.233333333333334,0.8,42.25,-52.833333333333336,3.1987381703470033,-4.75,"45.50,-4.75,42.25,5.50",7,8,-59.5,11786.5,-3712.5,36.06666666666667
95,8,55,7,"(3, 12, 18)",15,23.233333333333334,0.8,42.25,-52.833333333333336,3.1987381703470033,-4.75,"45.50,-4.75,42.25,5.50",7,8,-59.5,11786.5,-3712.5,36.06666666666667
90,5,55,7,"(20,)",18,23.22222222222222,0.8333333333333334,37.96666666666667,-50.5,3.759075907590759,14.5,"39.10,19.70,14.50,16.50",7,8,-23.166666666666668,15516.0,-4241.0,42.22222222222222
95,4,50,7,"(20,)",17,23.205882352941178,0.7647058823529411,44.88461538461539,-47.25,3.0873015873015874,19.0,"27.90,19.00,21.25,23.50",7,10,-54.5,13875.0,-5135.5,40.35294117647059
95,10,55,8,"(20,)",15,23.166666666666668,0.8,42.666666666666664,-54.833333333333336,3.1124620060790273,-5.5,"45.50,18.50,-5.50,37.83",7,8,-11.0,12211.5,-5099.5,38.6
99,4,50,6,"(12,)",15,23.166666666666668,0.7333333333333333,48.31818181818182,-46.0,2.8885869565217392,-2.25,"25.50,-2.25,26.50,49.50",6,9,-42.5,10593.5,-3217.5,34.06666666666667
99,5,50,8,"(3,)",16,23.125,0.75,48.416666666666664,-52.75,2.7535545023696684,-28.25,"49.50,-28.25,49.00,22.25",5,7,-1.0,13473.0,-4372.5,37.0
99,5,50,8,"(3, 12)",16,23.125,0.75,48.416666666666664,-52.75,2.7535545023696684,-28.25,"49.50,-28.25,49.00,22.25",5,7,-1.0,13473.0,-4372.5,37.0
99,5,50,10,"(3, 12, 14, 18, 20)",16,23.0,0.75,48.333333333333336,-53.0,2.7358490566037736,-3.25,"49.50,-3.25,23.50,22.25",6,7,-17.166666666666668,13424.5,-3771.5,37.0625
99,5,55,8,"(3, 12, 14, 18, 20)",17,22.91176470588235,0.7647058823529411,46.96153846153846,-55.25,2.762443438914027,19.0,"28.30,20.25,22.75,19.00",6,8,-59.5,14279.0,-2640.0,38.23529411764706
99,7,55,8,"(20,)",17,22.91176470588235,0.7647058823529411,46.96153846153846,-55.25,2.762443438914027,16.5,"28.30,21.50,24.00,16.50",6,8,-9.0,14526.0,-2692.5,38.35294117647059
99,8,55,8,"(20,)",17,22.91176470588235,0.7647058823529411,46.96153846153846,-55.25,2.762443438914027,16.5,"28.30,21.50,24.00,16.50",6,8,-9.0,14526.0,-2692.5,38.35294117647059
99,4,50,6,"(20,)",15,22.833333333333332,0.7333333333333333,48.31818181818182,-47.25,2.812169312169312,1.0,"25.50,22.00,1.00,49.50",7,10,-54.5,10580.5,-4414.0,35.8
95,4,50,7,"(3,)",17,22.794117647058822,0.7647058823529411,44.88461538461539,-49.0,2.9770408163265305,-4.25,"27.90,-4.25,45.75,20.50",6,9,-54.5,13982.0,-3514.5,37.294117647058826
95,4,50,7,"(14,)",17,22.794117647058822,0.7647058823529411,44.88461538461539,-49.0,2.9770408163265305,-3.0,"44.10,-3.00,21.25,23.50",6,9,-54.5,13999.5,-5178.0,41.11764705882353
99,4,55,6,"(3, 18)",16,22.6875,0.75,46.583333333333336,-49.0,2.8520408163265305,-2.25,"25.50,-2.25,20.00,47.50",7,9,-54.5,11355.5,-3217.5,32.5625
90,5,55,7,"(3,)",18,22.666666666666668,0.8333333333333334,37.766666666666666,-52.833333333333336,3.5741324921135647,1.9,"39.10,1.90,38.50,12.25",7,8,-59.5,15253.5,-3762.0,38.166666666666664
90,5,55,7,"(3, 12)",18,22.666666666666668,0.8333333333333334,37.766666666666666,-52.833333333333336,3.5741324921135647,1.9,"39.10,1.90,38.50,12.25",7,8,-59.5,15253.5,-3762.0,38.166666666666664
95,10,55,7,"(18,)",15,22.633333333333333,0.8,41.5,-52.833333333333336,3.141955835962145,-4.75,"45.50,-4.75,15.75,37.83",7,8,-11.0,10990.5,-3712.5,34.733333333333334
95,10,55,7,"(12, 18)",15,22.633333333333333,0.8,41.5,-52.833333333333336,3.141955835962145,-4.75,"45.50,-4.75,15.75,37.83",7,8,-11.0,10990.5,-3712.5,34.733333333333334
99,10,55,8,(),17,22.61764705882353,0.7647058823529411,46.03846153846154,-53.5,2.796728971962617,16.5,"29.70,21.50,21.00,16.50",7,8,-9.0,12970.5,-5214.5,37.8235294117647
99,10,55,8,"(12,)",17,22.61764705882353,0.7647058823529411,46.03846153846154,-53.5,2.796728971962617,16.5,"29.70,21.50,21.00,16.50",7,8,-9.0,12970.5,-5214.5,37.8235294117647
99,10,55,8,"(14,)",17,22.61764705882353,0.7647058823529411,46.03846153846154,-53.5,2.796728971962617,16.5,"29.70,21.50,21.00,16.50",7,8,-9.0,12970.5,-5214.5,37.8235294117647
99,0,47,7,"(3, 12)",17,22.61764705882353,0.7058823529411765,51.0,-45.5,2.6901098901098903,-24.0,"33.70,-24.00,49.75,28.25",6,9,-42.5,13516.0,-5126.0,39.1764705882353
99,0,47,8,"(3, 12)",17,22.61764705882353,0.7058823529411765,51.0,-45.5,2.6901098901098903,-24.0,"33.70,-24.00,49.75,28.25",6,9,-42.5,13516.0,-5126.0,39.1764705882353
95,5,55,7,"(18,)",19,22.605263157894736,0.7894736842105263,42.03333333333333,-50.25,3.13681592039801,4.9,"44.10,4.90,20.70,20.25",7,8,-21.5,14938.0,-4009.5,40.21052631578947
95,5,55,7,"(12, 18)",19,22.605263157894736,0.7894736842105263,42.03333333333333,-50.25,3.13681592039801,4.9,"44.10,4.90,20.70,20.25",7,8,-21.5,14938.0,-4009.5,40.21052631578947
95,0,50,7,"(3, 12)",20,22.6,0.75,45.3,-45.5,2.986813186813187,-10.7,"27.90,-10.70,45.30,27.90",7,10,-42.5,16494.0,-4411.5,40.8
85,4,50,8,"(3, 12, 14, 18, 20)",15,22.566666666666666,0.8666666666666667,34.19230769230769,-53.0,4.193396226415095,-11.0,"35.50,-11.00,33.50,35.50",6,7,-7.5,12534.0,-2636.5,34.93333333333333
95,0,50,10,"(3, 12, 14, 18, 20)",21,22.547619047619047,0.7619047619047619,45.625,-51.3,2.8460038986354776,-12.9,"30.50,-12.90,24.50,46.50",7,8,-25.0,20576.0,-5919.5,40.76190476190476
85,4,55,7,"(3, 12, 14, 18, 20)",16,22.5,0.875,33.5,-54.5,4.302752293577981,9.75,"35.50,9.75,11.25,33.50",7,8,-59.5,13646.5,-2320.5,37.5625
99,4,55,7,"(3, 18)",20,22.4,0.75,46.9,-51.1,2.7534246575342465,6.3,"31.10,6.30,26.10,26.10",7,10,-59.5,16206.0,-4936.5,38.2
99,4,50,6,"(3,)",15,22.366666666666667,0.7333333333333333,48.31818181818182,-49.0,2.711734693877551,-2.25,"25.50,-2.25,23.50,49.50",6,9,-54.5,10796.0,-3217.5,33.333333333333336
99,4,50,6,"(14,)",15,22.366666666666667,0.7333333333333333,48.31818181818182,-49.0,2.711734693877551,-1.0,"46.75,-1.00,1.00,49.50",6,9,-54.5,10858.0,-4414.0,36.8
90,4,50,7,"(3, 12, 18)",15,22.233333333333334,0.8,39.583333333333336,-47.166666666666664,3.3568904593639575,-4.75,"18.25,-4.75,39.50,40.50",6,8,-42.5,11144.0,-3366.0,34.13333333333333
90,5,50,7,(),15,22.1,0.8,39.416666666666664,-47.166666666666664,3.3427561837455833,-6.75,"40.50,-6.75,40.75,11.17",6,8,-42.5,10922.5,-3762.0,37.8
90,5,50,7,"(12,)",15,22.1,0.8,39.416666666666664,-47.166666666666664,3.3427561837455833,-6.75,"40.50,-6.75,40.75,11.17",6,8,-42.5,10922.5,-3762.0,37.8
90,5,50,7,"(14,)",15,22.1,0.8,39.416666666666664,-47.166666666666664,3.3427561837455833,-6.75,"40.50,-6.75,40.75,11.17",6,8,-42.5,10922.5,-3762.0,37.8
95,4,55,7,"(12,)",22,22.09090909090909,0.7727272727272727,42.911764705882355,-48.7,2.995893223819302,9.833333333333334,"29.67,9.83,23.50,26.30",7,9,-42.5,17940.5,-3817.5,39.86363636363637
95,4,55,6,"(12,)",17,22.08823529411765,0.7647058823529411,43.03846153846154,-46.0,3.0407608695652173,-3.0,"25.70,-3.00,21.25,43.50",7,9,-42.5,11558.0,-3168.0,33.64705882352941
90,4,55,6,"(3, 12)",16,22.0625,0.8125,38.03846153846154,-47.166666666666664,3.4946996466431095,-6.75,"18.75,-6.75,37.75,38.50",7,8,-42.5,11622.0,-2970.0,32.0
99,4,50,7,(),18,22.055555555555557,0.7222222222222222,48.88461538461539,-47.7,2.6645702306079664,7.7,"31.10,7.70,24.25,26.50",6,10,-54.5,13509.0,-4941.5,39.111111111111114
99,5,55,8,"(20,)",20,22.05,0.75,46.96666666666667,-52.7,2.6736242884250476,7.3,"28.30,25.70,7.30,26.90",6,8,-20.166666666666668,16328.0,-3962.0,42.1
99,0,47,10,"(3, 12)",20,22.05,0.7,51.357142857142854,-46.333333333333336,2.5863309352517985,-28.5,"33.70,-28.50,49.30,33.70",6,10,-42.5,17254.0,-5130.0,39.9
95,4,47,10,"(20,)",15,22.033333333333335,0.7333333333333333,46.86363636363637,-46.25,2.7864864864864867,-2.25,"25.25,-2.25,45.75,18.50",7,9,-42.5,11101.0,-2380.0,36.53333333333333
95,4,50,7,"(12, 18)",16,21.9375,0.75,44.583333333333336,-46.0,2.907608695652174,-2.25,"22.00,-2.25,44.50,23.50",6,9,-42.5,11158.5,-3514.5,36.1875
95,4,50,10,"(3, 12, 14, 18, 20)",17,21.794117647058822,0.7647058823529411,44.80769230769231,-53.0,2.7476415094339623,-5.0,"26.30,-5.00,19.00,45.75",6,7,-18.5,14051.0,-3664.5,36.8235294117647
95,6,55,7,(),18,21.77777777777778,0.7777777777777778,42.357142857142854,-50.25,2.9502487562189055,17.75,"26.50,21.70,20.00,17.75",7,8,-21.5,13233.5,-3994.0,39.94444444444444
95,6,55,7,"(12,)",18,21.77777777777778,0.7777777777777778,42.357142857142854,-50.25,2.9502487562189055,17.75,"26.50,21.70,20.00,17.75",7,8,-21.5,13233.5,-3994.0,39.94444444444444
95,6,55,7,"(14,)",18,21.77777777777778,0.7777777777777778,42.357142857142854,-50.25,2.9502487562189055,17.75,"26.50,21.70,20.00,17.75",7,8,-21.5,13233.5,-3994.0,39.94444444444444
99,4,55,7,(),23,21.717391304347824,0.7391304347826086,46.911764705882355,-49.666666666666664,2.6761744966442955,12.5,"33.00,12.50,13.17,29.50",7,10,-54.5,18353.0,-6590.5,41.391304347826086
95,4,47,10,"(3,)",15,21.566666666666666,0.7333333333333333,46.86363636363637,-48.0,2.6848958333333335,-25.5,"25.25,-25.50,45.00,48.17",6,8,-42.5,11186.0,-3161.0,33.333333333333336
95,4,47,10,"(14,)",15,21.566666666666666,0.7333333333333333,46.86363636363637,-48.0,2.6848958333333335,-2.0,"23.25,-2.00,45.75,18.50",6,8,-42.5,11319.0,-3569.0,37.46666666666667
95,4,47,10,"(3, 12)",15,21.566666666666666,0.7333333333333333,46.86363636363637,-48.0,2.6848958333333335,-25.5,"25.25,-25.50,45.00,48.17",6,8,-42.5,11186.0,-3161.0,33.333333333333336
95,4,55,8,"(3, 12, 14, 18, 20)",18,21.555555555555557,0.7777777777777778,43.5,-55.25,2.755656108597285,-6.0,"25.10,22.50,-6.00,43.50",6,8,-59.5,14880.0,-2647.0,37.77777777777778
99,5,55,8,"(3,)",20,21.55,0.75,46.766666666666666,-54.1,2.593345656192237,6.3,"28.30,6.30,26.30,25.30",6,8,-59.5,16094.5,-4372.5,38.65
99,5,55,8,"(3, 12)",20,21.55,0.75,46.766666666666666,-54.1,2.593345656192237,6.3,"28.30,6.30,26.30,25.30",6,8,-59.5,16094.5,-4372.5,38.65
95,4,55,7,"(14,)",22,21.545454545454547,0.7727272727272727,42.911764705882355,-51.1,2.8551859099804306,3.7,"28.50,25.50,3.70,26.30",7,9,-54.5,18144.0,-6874.5,43.09090909090909
90,5,55,7,"(3, 18)",17,21.441176470588236,0.8235294117647058,37.357142857142854,-52.833333333333336,3.2996845425867507,-7.25,"39.10,-7.25,37.25,12.25",7,8,-59.5,12633.5,-3762.0,36.1764705882353
90,5,55,7,"(3, 12, 18)",17,21.441176470588236,0.8235294117647058,37.357142857142854,-52.833333333333336,3.2996845425867507,-7.25,"39.10,-7.25,37.25,12.25",7,8,-59.5,12633.5,-3762.0,36.1764705882353
90,7,55,7,(),17,21.441176470588236,0.8235294117647058,37.357142857142854,-52.833333333333336,3.2996845425867507,9.75,"22.50,14.75,38.50,9.75",7,8,-13.5,12634.5,-3564.0,35.94117647058823
90,7,55,7,"(12,)",17,21.441176470588236,0.8235294117647058,37.357142857142854,-52.833333333333336,3.2996845425867507,9.75,"22.50,14.75,38.50,9.75",7,8,-13.5,12634.5,-3564.0,35.94117647058823
90,7,55,7,"(14,)",17,21.441176470588236,0.8235294117647058,37.357142857142854,-52.833333333333336,3.2996845425867507,9.75,"22.50,14.75,38.50,9.75",7,8,-13.5,12634.5,-3564.0,35.94117647058823
90,8,55,7,(),17,21.441176470588236,0.8235294117647058,37.357142857142854,-52.833333333333336,3.2996845425867507,9.75,"22.50,14.75,38.50,9.75",7,8,-13.5,12634.5,-3564.0,35.94117647058823
90,8,55,7,"(12,)",17,21.441176470588236,0.8235294117647058,37.357142857142854,-52.833333333333336,3.2996845425867507,9.75,"22.50,14.75,38.50,9.75",7,8,-13.5,12634.5,-3564.0,35.94117647058823
90,8,55,7,"(14,)",17,21.441176470588236,0.8235294117647058,37.357142857142854,-52.833333333333336,3.2996845425867507,9.75,"22.50,14.75,38.50,9.75",7,8,-13.5,12634.5,-3564.0,35.94117647058823
99,10,55,8,"(3,)",16,21.4375,0.75,46.416666666666664,-53.5,2.602803738317757,-7.75,"49.50,-2.75,46.75,-7.75",7,8,-59.5,11183.0,-5214.5,37.5
99,10,55,8,"(3, 12)",16,21.4375,0.75,46.416666666666664,-53.5,2.602803738317757,-7.75,"49.50,-2.75,46.75,-7.75",7,8,-59.5,11183.0,-5214.5,37.5
95,4,55,6,"(3,)",17,21.38235294117647,0.7647058823529411,43.03846153846154,-49.0,2.854591836734694,-3.0,"25.70,-3.00,18.25,43.50",7,9,-54.5,11754.5,-3168.0,33.0
95,4,55,6,"(14,)",17,21.38235294117647,0.7647058823529411,43.03846153846154,-49.0,2.854591836734694,-1.0,"24.30,18.00,-1.00,43.50",7,9,-54.5,11683.5,-4414.0,36.05882352941177
90,6,55,7,"(20,)",16,21.375,0.8125,37.96153846153846,-50.5,3.257425742574257,14.0,"40.50,14.75,16.25,14.00",7,8,-23.166666666666668,11420.5,-3990.0,39.6875
85,5,55,7,"(3, 12, 14, 18, 20)",15,21.3,0.8666666666666667,32.96153846153846,-54.5,3.9311926605504586,9.75,"35.50,9.75,11.25,31.17",7,8,-59.5,11205.5,-2320.5,35.93333333333333
85,7,55,7,"(20,)",15,21.3,0.8666666666666667,32.96153846153846,-54.5,3.9311926605504586,11.0,"35.50,11.00,12.50,27.83",7,8,-16.0,11182.0,-2439.5,36.13333333333333
85,8,55,7,"(20,)",15,21.3,0.8666666666666667,32.96153846153846,-54.5,3.9311926605504586,11.0,"35.50,11.00,12.50,27.83",7,8,-16.0,11182.0,-2439.5,36.13333333333333
95,4,55,7,"(20,)",21,21.261904761904763,0.7619047619047619,43.4375,-49.7,2.7967806841046277,3.7,"29.67,23.70,3.70,26.30",7,10,-54.5,16218.5,-6432.5,41.19047619047619
85,0,47,10,"(3, 12, 14, 18, 20)",16,21.25,0.8125,37.26923076923077,-48.166666666666664,3.3529411764705883,-26.75,"38.75,-26.75,34.50,38.50",7,8,-17.833333333333332,13069.5,-4075.0,37.1875
95,0,50,7,"(3, 12, 18)",19,21.236842105263158,0.7368421052631579,45.07142857142857,-45.5,2.7736263736263735,-10.7,"27.90,-10.70,44.50,23.75",7,10,-42.5,13464.5,-4411.5,38.89473684210526
99,4,50,8,"(3, 12)",18,21.22222222222222,0.7222222222222222,48.88461538461539,-50.7,2.5069033530571994,-13.1,"31.10,-13.10,23.25,49.75",5,8,-42.5,13710.0,-3828.5,35.22222222222222
95,4,50,7,"(3, 18)",16,21.1875,0.75,44.583333333333336,-49.0,2.729591836734694,-2.25,"22.00,-2.25,44.50,20.50",6,9,-54.5,11243.0,-3514.5,35.375
99,5,50,8,"(3, 18)",15,21.166666666666668,0.7333333333333333,48.04545454545455,-52.75,2.504739336492891,-28.25,"49.50,-28.25,22.00,48.17",5,7,-1.0,10656.5,-4372.5,35.13333333333333
99,5,50,8,"(3, 12, 18)",15,21.166666666666668,0.7333333333333333,48.04545454545455,-52.75,2.504739336492891,-28.25,"49.50,-28.25,22.00,48.17",5,7,-1.0,10656.5,-4372.5,35.13333333333333
99,0,45,7,"(3,)",16,21.125,0.6875,51.40909090909091,-45.5,2.4857142857142858,-24.0,"30.50,-24.00,49.75,28.25",6,9,-42.5,11135.5,-4606.5,36.1875
99,0,45,7,"(3, 12)",16,21.125,0.6875,51.40909090909091,-45.5,2.4857142857142858,-24.0,"30.50,-24.00,49.75,28.25",6,9,-42.5,11135.5,-4606.5,36.1875
99,0,45,8,"(3,)",16,21.125,0.6875,51.40909090909091,-45.5,2.4857142857142858,-24.0,"30.50,-24.00,49.75,28.25",6,9,-42.5,11135.5,-4606.5,36.1875
99,0,45,8,"(3, 12)",16,21.125,0.6875,51.40909090909091,-45.5,2.4857142857142858,-24.0,"30.50,-24.00,49.75,28.25",6,9,-42.5,11135.5,-4606.5,36.1875
99,0,45,7,"(14,)",16,21.0625,0.6875,51.40909090909091,-45.7,2.474835886214442,-1.0,"30.00,-1.00,50.00,5.25",6,8,-42.5,11174.0,-5269.5,42.0
99,0,45,8,"(14,)",16,21.0625,0.6875,51.40909090909091,-45.7,2.474835886214442,-1.0,"30.00,-1.00,50.00,5.25",6,8,-42.5,11174.0,-5269.5,42.0
95,4,55,6,"(20,)",16,21.0,0.75,43.75,-47.25,2.7777777777777777,-1.0,"22.50,19.00,-1.00,43.50",7,10,-54.5,10277.5,-4123.0,34.6875
90,4,50,8,"(3, 12, 14, 18, 20)",15,20.9,0.8,39.583333333333336,-53.833333333333336,2.9411764705882355,-8.5,"40.50,-8.50,16.00,40.50",6,7,-5.0,11179.0,-2675.0,34.93333333333333
85,10,55,8,"(20,)",15,20.833333333333332,0.8666666666666667,32.42307692307692,-54.5,3.86697247706422,10.75,"35.50,11.00,10.75,27.83",7,8,-16.0,10679.5,-2380.0,35.53333333333333
95,4,55,7,"(12, 18)",21,20.833333333333332,0.7619047619047619,42.5625,-48.7,2.7967145790554415,4.9,"29.67,4.90,20.70,26.30",7,9,-42.5,14801.5,-3514.5,37.38095238095238
95,4,55,7,"(3,)",21,20.785714285714285,0.7619047619047619,43.25,-51.1,2.7084148727984343,4.9,"29.67,4.90,23.90,22.90",7,10,-59.5,16087.5,-5050.5,38.23809523809524
99,0,45,10,"(3,)",19,20.763157894736842,0.6842105263157895,51.73076923076923,-46.333333333333336,2.4190647482014387,-8.9,"14.30,-8.90,49.50,30.00",6,10,-42.5,14489.0,-4652.0,36.73684210526316
99,0,45,10,"(3, 12)",19,20.763157894736842,0.6842105263157895,51.73076923076923,-46.333333333333336,2.4190647482014387,-8.9,"14.30,-8.90,49.50,30.00",6,10,-42.5,14489.0,-4652.0,36.73684210526316
90,6,55,7,"(3,)",16,20.75,0.8125,37.73076923076923,-52.833333333333336,3.0946372239747633,-7.25,"40.50,-7.25,37.75,12.00",7,8,-59.5,11202.5,-3564.0,35.4375
90,6,55,7,"(3, 12)",16,20.75,0.8125,37.73076923076923,-52.833333333333336,3.0946372239747633,-7.25,"40.50,-7.25,37.75,12.00",7,8,-59.5,11202.5,-3564.0,35.4375
90,7,55,7,"(3,)",16,20.75,0.8125,37.73076923076923,-52.833333333333336,3.0946372239747633,-7.25,"40.50,-7.25,37.75,12.00",7,8,-59.5,11202.5,-3564.0,35.4375
90,7,55,7,"(3, 12)",16,20.75,0.8125,37.73076923076923,-52.833333333333336,3.0946372239747633,-7.25,"40.50,-7.25,37.75,12.00",7,8,-59.5,11202.5,-3564.0,35.4375
90,8,55,7,"(3,)",16,20.75,0.8125,37.73076923076923,-52.833333333333336,3.0946372239747633,-7.25,"40.50,-7.25,37.75,12.00",7,8,-59.5,11202.5,-3564.0,35.4375
90,8,55,7,"(3, 12)",16,20.75,0.8125,37.73076923076923,-52.833333333333336,3.0946372239747633,-7.25,"40.50,-7.25,37.75,12.00",7,8,-59.5,11202.5,-3564.0,35.4375
99,10,55,8,"(18,)",16,20.75,0.75,45.5,-53.5,2.5514018691588785,-2.75,"49.50,-2.75,19.75,16.50",6,8,-9.0,10222.5,-4584.0,35.3125
99,10,55,8,"(12, 18)",16,20.75,0.75,45.5,-53.5,2.5514018691588785,-2.75,"49.50,-2.75,19.75,16.50",6,8,-9.0,10222.5,-4584.0,35.3125
99,0,47,7,"(3, 12, 18)",16,20.75,0.6875,50.86363636363637,-45.5,2.4593406593406595,-22.0,"28.25,-22.00,48.50,28.25",6,9,-42.5,10528.0,-5126.0,37.25
99,0,47,8,"(3, 12, 18)",16,20.75,0.6875,50.86363636363637,-45.5,2.4593406593406595,-22.0,"28.25,-22.00,48.50,28.25",6,9,-42.5,10528.0,-5126.0,37.25
99,4,55,6,(),18,20.72222222222222,0.7222222222222222,47.03846153846154,-47.7,2.5639412997903563,1.0,"28.90,6.90,1.00,47.50",7,10,-54.5,11290.5,-4177.5,34.166666666666664
99,0,45,10,"(14,)",19,20.710526315789473,0.6842105263157895,51.73076923076923,-46.5,2.410394265232975,9.5,"13.90,9.50,31.50,29.75",6,9,-42.5,14399.0,-5368.5,42.94736842105263
90,4,55,6,"(3, 12, 18)",15,20.633333333333333,0.8,37.583333333333336,-47.166666666666664,3.187279151943463,-6.75,"18.75,-6.75,35.25,40.17",7,8,-42.5,9266.0,-2970.0,30.4
95,5,50,8,"(20,)",16,20.5625,0.75,44.416666666666664,-51.0,2.6127450980392157,-6.0,"45.50,-6.00,20.25,22.50",6,8,-42.5,11041.0,-2857.0,38.5
85,0,50,8,"(3, 12, 14, 18, 20)",18,20.555555555555557,0.8333333333333334,34.7,-50.166666666666664,3.4584717607973423,-17.7,"36.70,-17.70,33.50,35.25",7,8,-19.833333333333332,13806.0,-4662.5,36.44444444444444
90,4,55,7,"(3, 12)",20,20.55,0.8,38.25,-50.25,3.044776119402985,0.9,"23.90,0.90,38.50,18.90",7,9,-59.5,14884.5,-3366.0,36.05
