model,edge,cost_low,cost_high,target_c,discovery_trades,discovery_avg_pnl_c,discovery_profit_factor,discovery_win_rate,discovery_yes_share,validation_trades,validation_avg_pnl_c,validation_profit_factor,validation_win_rate,validation_yes_share
p_btc_signal,0.06999999999999999,0.4,0.7,100,338,-1.9881656804733727,0.9196027995453729,0.5710059171597633,0.650887573964497,298,-4.194630872483222,0.8288374640558674,0.6040268456375839,0.2651006711409396
p_logit,0.06999999999999999,0.6,0.9,100,108,-1.5833333333333333,0.9178674351585014,0.7407407407407407,0.7962962962962963,185,-5.127027027027027,0.7505916381803839,0.7297297297297297,0.1945945945945946
p_ensemble,0.039999999999999994,0.5,0.8,100,304,-1.828947368421053,0.9164663461538461,0.6644736842105263,0.743421052631579,395,-5.19873417721519,0.7776514536300146,0.6683544303797468,0.30632911392405066
p_lightgbm,0.07999999999999999,0.5,0.8,100,157,-1.9267515923566878,0.9155853216129483,0.6496815286624203,0.7197452229299363,259,-2.241312741312741,0.8946938775510204,0.694980694980695,0.29343629343629346
p_residual_lightgbm,0.06999999999999999,0.6,0.9,100,235,-1.3680851063829786,0.9147101737630986,0.7914893617021277,0.574468085106383,69,-5.77536231884058,0.7277075503928937,0.7246376811594203,0.391304347826087
p_btc_signal,0.07999999999999999,0.5,0.8,100,218,-1.9541284403669725,0.9130168453292496,0.6559633027522935,0.7385321100917431,351,-4.138176638176638,0.8168232549341068,0.6780626780626781,0.27635327635327633
p_btc_signal,0.049999999999999996,0.5,0.8,100,395,-1.9075949367088607,0.9128549123922974,0.6683544303797468,0.6556962025316456,431,-3.1218097447795823,0.8571883458048082,0.6867749419953596,0.32018561484918795
p_lightgbm,0.06999999999999999,0.5,0.8,100,209,-1.9545454545454546,0.9128254374733248,0.6555023923444976,0.6842105263157895,301,-1.6096345514950166,0.9232353640180623,0.6976744186046512,0.29900332225913623
p_btc_signal,0.06999999999999999,0.5,0.8,99,255,-1.9352941176470588,0.9115512142665113,0.6666666666666666,0.7098039215686275,374,-3.0989304812834226,0.8547437022183231,0.6951871657754011,0.28342245989304815
p_lightgbm,0.12999999999999998,0.3,0.6,99,164,-2.2804878048780486,0.9103009953231802,0.4451219512195122,0.7987804878048781,37,-14.391891891891891,0.5431145431145431,0.43243243243243246,0.13513513513513514
p_hist_gb,0.06999999999999999,0.4,0.7,100,332,-2.216867469879518,0.9102220053671627,0.5542168674698795,0.6716867469879518,215,-3.281395348837209,0.8658617739328833,0.6139534883720931,0.25116279069767444
