rule,side,target_c,trades,avg_entry_c,median_entry_minute,hit_rate,breakeven_hit_rate,avg_pnl_c,min_quartile_ev_c,quartile_ev_c,positive_weeks,weeks,min_week_ev_c,avg_signed_btc_ret_window,avg_signed_dist_ema21_15m,avg_signed_ema21_slope_15m,avg_early_low_c
m5_low0-20_close40-60_green,NO,65,245,47.73061224489796,7.0,0.6938775510204082,0.7343171114599687,-2.628571428571429,-8.065573770491804,"0.53,-1.20,-1.84,-8.07",4,10,-15.666666666666666,-11.074448979591828,-61.543554265162406,-9.863023278088313,15.17061224489796
m5_low0-20_close40-60_green,NO,70,245,47.73061224489796,7.0,0.6571428571428571,0.681865889212828,-1.7306122448979597,-6.262295081967214,"3.19,0.11,-4.05,-6.26",5,10,-13.333333333333334,-11.074448979591828,-61.543554265162406,-9.863023278088313,15.17061224489796
m5_low0-20_close40-60_green,NO,75,245,47.73061224489796,7.0,0.6081632653061224,0.6364081632653061,-2.118367346938776,-5.852459016393444,"3.27,-1.36,-4.62,-5.85",6,10,-16.0,-11.074448979591828,-61.543554265162406,-9.863023278088313,15.17061224489796
m5_low0-20_close40-60_green,NO,80,245,47.73061224489796,7.0,0.5714285714285714,0.5966326530612245,-2.016326530612245,-8.393442622950822,"6.74,-0.87,-5.69,-8.39",6,10,-14.0,-11.074448979591828,-61.543554265162406,-9.863023278088313,15.17061224489796
m5_low0-20_close40-60_green,NO,85,245,47.73061224489796,7.0,0.5224489795918368,0.5615366146458584,-3.3224489795918366,-7.409836065573772,"3.35,-4.89,-4.46,-7.41",4,10,-17.666666666666668,-11.074448979591828,-61.543554265162406,-9.863023278088313,15.17061224489796
m5_low0-20_close40-60_green,YES,65,242,47.79338842975206,7.0,0.731404958677686,0.7352828989192625,-0.25206611570247933,-2.0327868852459017,"-1.84,0.20,2.72,-2.03",5,10,-12.769230769230772,-7.77975206611527,-56.12790398954296,-10.106276179222018,15.766942148760332
m5_low0-20_close40-60_green,YES,70,242,47.79338842975206,7.0,0.7066115702479339,0.682762691853601,1.6694214876033058,0.2833333333333332,"0.62,0.28,4.30,1.49",5,10,-10.076923076923078,-7.77975206611527,-56.12790398954296,-10.106276179222018,15.766942148760332
m5_low0-20_close40-60_green,YES,75,242,47.79338842975206,7.0,0.640495867768595,0.6372451790633609,0.24380165289256198,-2.6333333333333333,"-0.77,-2.63,3.05,1.33",5,10,-11.083333333333334,-7.77975206611527,-56.12790398954296,-10.106276179222018,15.766942148760332
m5_low0-20_close40-60_green,YES,80,242,47.79338842975206,7.0,0.6115702479338843,0.5974173553719008,1.1322314049586777,-3.716666666666667,"1.11,-3.72,5.13,1.98",7,10,-11.916666666666666,-7.77975206611527,-56.12790398954296,-10.106276179222018,15.766942148760332
m5_low0-20_close40-60_green,YES,85,242,47.79338842975206,7.0,0.5743801652892562,0.562275157997083,1.0289256198347108,-5.3,"1.44,-5.30,2.80,5.10",6,10,-13.166666666666666,-7.77975206611527,-56.12790398954296,-10.106276179222018,15.766942148760332
m5_low0-20_close45-65_green,NO,65,213,53.78403755868545,7.0,0.8028169014084507,0.8274467316720838,-1.6009389671361514,-3.509433962264152,"-1.17,-0.81,-0.92,-3.51",3,10,-5.052631578947371,-8.758450704225229,-48.448891459718574,-7.0754278618921616,15.427230046948354
m5_low0-20_close45-65_green,NO,70,213,53.78403755868545,7.0,0.7370892018779343,0.7683433936955064,-2.1877934272300474,-8.754716981132077,"0.31,0.60,-8.75,-0.96",5,10,-16.31578947368421,-8.758450704225229,-48.448891459718574,-7.0754278618921616,15.427230046948354
m5_low0-20_close45-65_green,NO,75,213,53.78403755868545,7.0,0.6948356807511737,0.7171205007824727,-1.6713615023474182,-9.792452830188681,"2.81,-1.19,-9.79,1.40",4,10,-17.63157894736842,-8.758450704225229,-48.448891459718574,-7.0754278618921616,15.427230046948354
m5_low0-20_close45-65_green,NO,80,213,53.78403755868545,7.0,0.6666666666666666,0.6723004694835681,-0.4507042253521127,-9.886792452830191,"5.13,0.79,-9.89,2.06",5,10,-15.263157894736842,-8.758450704225229,-48.448891459718574,-7.0754278618921616,15.427230046948354
m5_low0-20_close45-65_green,NO,85,213,53.78403755868545,7.0,0.6103286384976526,0.6327533830433583,-1.9061032863849765,-8.754716981132077,"4.11,-7.04,-8.75,3.94",4,10,-12.894736842105264,-8.758450704225229,-48.448891459718574,-7.0754278618921616,15.427230046948354
m5_low0-20_close45-65_green,YES,65,207,52.65217391304348,7.0,0.7922705314009661,0.8100334448160534,-1.1545893719806761,-2.75,"-2.42,-1.54,2.16,-2.75",6,10,-11.72727272727273,-3.306859903381451,-72.64066894623765,-16.052560744881923,15.84975845410628
m5_low0-20_close45-65_green,YES,70,207,52.65217391304348,7.0,0.7584541062801933,0.7521739130434782,0.43961352657004843,-3.076923076923077,"0.08,-3.08,3.63,1.19",7,10,-13.0,-3.306859903381451,-72.64066894623765,-16.052560744881923,15.84975845410628
m5_low0-20_close45-65_green,YES,75,207,52.65217391304348,7.0,0.6859903381642513,0.7020289855072464,-1.2028985507246377,-3.9423076923076925,"-1.94,-3.94,0.29,0.81",5,10,-13.434782608695652,-3.306859903381451,-72.64066894623765,-16.052560744881923,15.84975845410628
m5_low0-20_close45-65_green,YES,80,207,52.65217391304348,7.0,0.6570048309178744,0.6581521739130435,-0.09178743961352658,-3.8461538461538463,"-0.12,-3.85,2.25,1.38",6,10,-14.304347826086957,-3.306859903381451,-72.64066894623765,-16.052560744881923,15.84975845410628
